1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964,1013.4964
997.82544,997.84125,997.80035,997.81506,997.7814,997.81195,997.7908,997.8293,997.80865,997.8439,997.81366,997.8415,997.80554,997.82635,997.7786,997.79034,997.7436,997.7604,997.7119,997.72186,997.6661,997.6728,997.6176,997.6275,997.57544,997.5807,997.5187,997.5151,997.4554,997.4689,997.44507,997.46625,997.43964,997.44574,997.37195,997.32904,997.19965,997.17316,997.11426,997.1469,997.09326,997.1457,997.10693,997.0729,996.9554,997.07544,997.22504,997.4055,997.31726,997.14685,996.99286,997.0939,997.16125,997.27496,997.223,997.189,997.07294,997.06116,997.0219,997.10187,997.10333,997.1854,997.16754,997.2493,997.2398,997.34686,997.3135,997.3885,997.3496,997.4325,997.43164,997.51355,997.4948,997.52856,997.4632,997.47974,997.47107,997.57355,997.5955,997.62665,997.6405,997.70636,997.68085,997.67566,997.6316,997.6619,997.68225,997.7472,997.75793,997.7814,997.78906,997.8246,997.82513,997.8536,997.8379,997.85614
998.04297,998.0279,998.05255,998.014,998.02997,997.9929,998.0194,997.99554,998.03784,998.01965,998.0562,998.0314,998.0635,998.0221,998.0297,997.9666,997.96497,997.89886,997.88434,997.79425,997.7635,997.67365,997.65857,997.5958,997.60565,997.5503,997.54645,997.46436,997.4368,997.3564,997.3212,997.23047,997.1723,997.07513,997.0179,996.86414,996.79,996.7062,996.77325,996.74286,996.72394,996.68,996.7386,996.6136,996.5498,996.6546,996.98816,997.0886,996.95605,996.2947,996.0051,996.0721,996.37177,996.6105,996.79034,996.7855,996.7997,996.7401,996.7805,996.7562,996.82886,996.80347,996.855,996.83734,996.9665,996.99115,997.10645,997.0732,997.16815,997.17725,997.30414,997.348,997.4516,997.439,997.4743,997.4498,997.5587,997.6421,997.70935,997.59186,997.67725,997.75653,997.8078,997.7514,997.7348,997.72833,997.80566,997.881,997.92285,997.904,997.92554,997.9286,997.9601,997.9691,998.00757,998.0018
997.92365,997.9965,998.00085,998.0411,998.0112,998.026,997.97974,998.00336,997.98254,998.02246,997.9953,998.0321,998.0079,998.02985,997.9732,997.9683,997.8993,997.8904,997.80334,997.7573,997.64264,997.6016,997.51495,997.52014,997.49146,997.524,997.46796,997.4466,997.3391,997.2632,997.091,996.9189,996.72437,996.6364,996.5193,996.43756,996.3165,996.393,996.4646,996.47656,996.1951,996.0714,995.995,995.884,995.7504,995.9947,996.08276,996.233,995.90875,996.0486,996.2165,995.7735,995.3785,995.1951,995.5473,995.8315,995.94336,996.0497,996.0476,996.12256,996.095,996.15656,996.125,996.22156,996.2819,996.4794,996.5119,996.65436,996.68414,996.8283,996.90936,997.0883,997.1628,997.28357,997.29974,997.4028,997.5012,997.68414,997.5779,997.201,997.3187,997.61664,997.7126,997.738,997.67395,997.6937,997.72375,997.85474,997.83154,997.7757,997.7271,997.72784,997.7239,997.7941,997.8237,997.891
997.81335,997.7551,997.7821,997.7955,997.88855,997.91437,997.97656,997.97327,998.0201,997.9825,997.9771,997.91907,997.9389,997.886,997.87506,997.79156,997.7746,997.7104,997.7068,997.61835,997.5787,997.47833,997.43225,997.34576,997.39044,997.37256,997.3619,997.24304,997.1851,997.04474,996.87866,996.61444,996.4611,996.384,996.37866,996.211,996.0618,995.99084,996.14325,995.799,995.22656,995.6312,995.33795,995.79694,995.4661,995.148,995.2673,995.0547,995.0793,995.47076,995.4722,994.73303,995.2575,995.03485,994.80225,994.87573,995.0403,995.086,995.1719,995.23535,995.3485,995.4853,995.6762,995.6839,995.81836,995.8748,996.0657,996.2197,996.4864,996.5707,996.73303,996.8253,996.9661,997.01245,997.1164,997.1,997.19214,997.25073,997.0519,998.52295,996.68317,997.05444,997.4135,997.53143,997.6176,997.57513,997.5904,997.64526,997.57336,997.4583,997.44226,997.47626,997.5968,997.7535,997.82184,997.7983
997.72253,997.56476,997.4236,997.4805,997.5947,997.7768,997.84735,997.91785,997.8747,997.86084,997.79034,997.8235,997.8315,997.8519,997.7171,997.5919,997.4373,997.4385,997.45746,997.5261,997.4887,997.4773,997.30865,997.20935,997.25397,997.3846,997.30676,997.17456,997.01294,996.9714,996.7933,996.5705,996.4054,996.36584,996.22253,995.9568,995.4923,995.5971,995.8765,995.826,995.473,995.4753,995.29016,995.0183,995.17334,994.809,994.85474,995.13336,994.4239,994.28503,994.4376,994.5066,994.02155,993.6622,993.8812,993.6879,993.79395,993.5398,993.15857,994.6139,994.46796,994.941,994.946,995.49567,995.55,995.5612,995.5696,995.85803,996.32074,996.59656,996.5723,996.42755,996.35406,996.6285,996.46216,996.8026,997.0023,996.85425,996.31366,996.8207,996.82733,997.12366,996.8196,996.9808,996.53235,996.7614,996.6075,996.29285,996.81854,996.50574,996.67554,996.91327,997.3022,997.0503,997.4298,997.6854
997.2575,997.331,997.3887,997.3672,997.45905,997.51825,997.63074,997.67957,997.74756,997.7219,997.7518,997.7179,997.71985,997.6872,997.58887,997.389,997.3319,997.30035,997.32336,997.09863,997.15015,996.89014,997.10657,997.4971,996.76263,996.8591,997.2461,997.1811,997.1211,997.0957,996.85785,996.65656,996.66766,996.521,996.28046,995.75073,995.70135,995.5575,995.46985,995.3386,995.2719,995.0955,994.5716,994.5241,994.444,993.8891,993.7721,994.7528,993.4379,993.2754,993.6847,993.2908,992.85944,992.67413,992.75726,992.2158,993.68317,992.55206,992.7537,993.46606,993.95886,994.23553,994.251,994.79785,994.79333,995.1608,995.8185,995.0519,995.78973,996.365,996.5286,995.9346,996.13495,995.90643,996.2487,996.4876,996.49304,996.4273,996.55145,996.26886,996.2019,996.58496,996.3746,996.3923,995.87476,995.54645,995.96246,996.0615,995.7618,995.45496,995.68646,995.67334,996.10864,996.4766,996.52686,996.89136
995.27515,997.5076,996.9611,997.28186,997.036,997.2814,997.38196,997.4943,997.4961,997.54755,997.4973,997.3846,998.1019,997.3112,997.29785,997.3036,997.2361,997.11444,996.78,997.0207,996.9018,996.74316,996.65015,996.8821,997.1394,997.046,996.6282,996.6872,997.1751,996.58716,996.98016,995.79663,996.08887,996.6112,996.3301,995.4685,995.5578,995.7133,995.3653,994.53235,994.74115,994.26715,993.7916,993.64465,992.9329,993.53516,994.3768,992.81256,992.8722,992.5271,992.3083,992.30817,991.95465,991.798,992.11914,992.43677,992.40857,992.7554,992.7794,993.4607,993.5785,994.2501,994.03973,994.2746,994.5904,994.9755,994.90735,995.3572,995.41614,995.824,996.6151,996.549,995.99066,996.06256,996.0314,996.355,996.3544,996.0985,996.2269,996.1621,996.0469,996.06226,995.61597,995.7412,995.4498,995.69006,995.2708,995.80927,995.2443,995.78076,994.80786,994.49866,994.93805,995.76044,995.8189,995.98615
995.2535,997.33295,996.97363,996.7978,996.61597,996.76483,997.08966,997.19305,997.16644,997.16113,997.30316,997.6097,997.38477,997.3455,997.2415,997.1393,997.0846,996.9166,996.8748,996.7083,996.6989,996.8572,996.48047,996.20483,997.29144,996.7882,996.4107,996.5564,997.07623,995.53723,997.21985,995.6268,994.3589,995.75836,996.6405,993.49786,995.4954,994.63727,994.17786,995.16223,993.9596,993.38074,993.1136,992.6515,993.52075,993.0896,991.99,992.08325,991.7846,991.2779,991.03,990.93176,991.0185,991.06946,991.88513,991.70886,991.91974,992.26404,993.1954,992.73,993.46716,993.5679,994.4451,993.98303,995.305,994.14777,995.1091,995.58276,995.665,995.85974,996.07196,996.48016,996.31055,996.2122,995.88403,996.0053,996.0148,996.06934,996.0604,995.83026,995.5783,995.42816,995.396,995.05225,994.7729,995.51373,994.3893,995.225,995.7118,994.77997,994.0879,994.87897,994.69696,994.6483,994.435,995.86005
994.98456,996.68195,996.54156,995.8753,995.77936,996.39935,996.7903,996.89984,996.79724,996.9764,997.12067,997.20404,997.23553,997.2032,997.1357,997.3736,997.2275,996.9708,996.78436,996.6828,996.5523,997.0433,996.4816,995.9532,997.43665,997.28894,996.59,996.32574,996.98785,996.3983,995.33905,995.31836,994.0257,994.9766,994.2551,993.59265,994.08826,994.6915,992.89496,993.36865,994.0196,992.3346,992.35614,992.98505,992.01465,991.5389,991.05194,990.80646,990.4594,990.2321,990.0869,990.31,990.54364,990.7757,990.93726,991.36597,991.85956,992.26263,992.3637,992.77686,994.0096,993.4982,993.9047,993.7853,995.71356,994.53625,995.00165,995.94354,996.39996,996.41925,996.55865,996.684,996.47925,996.4175,996.1873,996.18506,996.00073,995.88837,995.8873,995.3405,995.0012,994.97186,994.9414,994.48956,994.8697,994.2643,995.13934,994.20636,995.39935,994.1814,994.71893,993.7136,993.9403,994.3644,993.6232,995.19183
