,age,mean,std,mode,2.50%,25%,50%,75%,97.50%
794,39.755,4.333167065,0.935798274,4.016598391,2.834979228,3.665004556,4.223618319,4.87117652,6.479602087
795,39.805,4.336846209,0.937838377,4.015064564,2.838735248,3.667328866,4.230096798,4.881291572,6.504576827
796,39.855,4.341121478,0.938991803,4.019412376,2.84429683,3.671757528,4.237564888,4.892106183,6.511833465
797,39.905,4.345747475,0.940792241,3.869402819,2.84642871,3.670947445,4.244427261,4.902174743,6.507266692
798,39.955,4.351024958,0.94288362,4.255146922,2.852841301,3.672703947,4.25256802,4.906223618,6.538352016
799,40.005,4.356635161,0.945341645,4.274806192,2.851258506,3.675807033,4.259657465,4.916230391,6.534461553
800,40.055,4.362903681,0.948840091,4.301787801,2.856959439,3.678896642,4.267576144,4.915793148,6.559520434
801,40.105,4.369814654,0.952428917,3.922935053,2.870499616,3.684786108,4.266324021,4.91734927,6.551363664
802,40.155,4.376274314,0.954634763,4.089425113,2.864319898,3.692614061,4.270835492,4.924504459,6.574225802
803,40.205,4.383065861,0.956360221,4.052814678,2.873693811,3.700328254,4.274687737,4.934155335,6.597710536
804,40.255,4.389680217,0.958086076,4.111885644,2.879804487,3.706131955,4.275890695,4.940173947,6.603159289
805,40.305,4.396621073,0.960381456,4.095024259,2.886595803,3.714836655,4.279591304,4.945434204,6.609048517
806,40.355,4.403527897,0.963292235,4.089413156,2.887039064,3.723086296,4.285599888,4.947826515,6.64579359
807,40.405,4.410262296,0.965998001,4.088225839,2.892996974,3.731265974,4.288427835,4.956383979,6.685216509
808,40.455,4.416950951,0.968556273,4.078622469,2.891768058,3.734536974,4.297122929,4.964975367,6.68713162
809,40.505,4.423830789,0.971157725,4.077028387,2.895891522,3.737777538,4.30262674,4.978332584,6.705143316
810,40.555,4.430113428,0.972977661,4.082538401,2.896740445,3.743324296,4.312185862,4.984676796,6.706597103
811,40.605,4.436206189,0.973924216,4.110421432,2.892506869,3.751518977,4.320974132,4.984981671,6.685619148
812,40.655,4.441951451,0.972478521,4.173004504,2.896215325,3.756909327,4.329469717,4.986560496,6.675244155
813,40.705,4.447556486,0.970769535,4.205747394,2.905337432,3.766638106,4.33563248,4.991555231,6.662872998
814,40.755,4.453298708,0.968843937,4.226890884,2.915984357,3.775462664,4.343634197,4.996780868,6.645806277
815,40.805,4.458739714,0.966879976,4.234769439,2.917207593,3.78087131,4.347191838,5.001887756,6.674832578
816,40.855,4.463629512,0.965188762,4.246592635,2.911292132,3.788064186,4.351099213,5.007381362,6.684269662
817,40.905,4.468270954,0.96366274,4.261352591,2.918868269,3.793491341,4.358923542,5.007135555,6.683173466
818,40.955,4.472714856,0.962254155,4.27122523,2.928990094,3.802899685,4.363336154,5.011940704,6.69556268
819,41.005,4.476812131,0.96075322,4.280324213,2.939626333,3.807644565,4.370614998,5.013330143,6.684470457
820,41.055,4.480609395,0.959300308,4.284259345,2.945925577,3.811589166,4.375397642,5.014640413,6.669368085
821,41.105,4.48403256,0.95802152,4.290867023,2.942958403,3.813859429,4.379076126,5.020118575,6.677225988
822,41.155,4.487250387,0.956576055,4.307066127,2.94310608,3.82342195,4.386160571,5.021415842,6.676451043
823,41.205,4.490304752,0.955038507,4.319725029,2.94779156,3.828510606,4.390394733,5.024592759,6.686347377
824,41.255,4.493139326,0.953573889,4.32973476,2.953194345,3.831747251,4.391687255,5.028465429,6.692938243
825,41.305,4.495603692,0.952306293,4.341655046,2.955013559,3.834789502,4.395838963,5.03092547,6.670320625
826,41.355,4.497733388,0.951468861,4.349905016,2.957595964,3.833100873,4.397654719,5.027574172,6.647682974
827,41.405,4.499585201,0.950525345,4.353711677,2.968039531,3.831677253,4.402781486,5.028931811,6.643744444
828,41.455,4.501059701,0.949492497,4.351177387,2.971244394,3.835848665,4.403469852,5.038017345,6.65276136
829,41.505,4.502077206,0.948650225,4.344193328,2.978454819,3.838287332,4.40385645,5.043581193,6.649976125
830,41.555,4.502672444,0.948225355,4.335024241,2.972878824,3.837612974,4.403346797,5.046486503,6.641173478
831,41.605,4.502839809,0.947966802,4.318766517,2.964855779,3.837334171,4.402530252,5.047000892,6.646655568
832,41.655,4.502659401,0.948091973,4.306872789,2.958578327,3.840070344,4.410148227,5.048943561,6.652611943
833,41.705,4.502021989,0.948333503,4.298766166,2.948674469,3.842909547,4.409448609,5.049268754,6.651838973
834,41.755,4.501136171,0.948847167,4.277098887,2.942291957,3.844091286,4.410185227,5.05136845,6.635977443
835,41.805,4.500062783,0.949804031,4.224677788,2.929972396,3.844259645,4.406893273,5.047910858,6.625991479
836,41.855,4.498616551,0.950970804,4.198314211,2.92139943,3.842965545,4.404428074,5.048074577,6.630459701
837,41.905,4.49678238,0.952522356,4.189779976,2.915834636,3.841992799,4.399562501,5.042456997,6.644760679
838,41.955,4.49462855,0.954429804,4.185774316,2.903292094,3.835414911,4.397013223,5.045874285,6.649671448
839,42.005,4.492152752,0.956746552,4.178126805,2.896158099,3.829126645,4.395862545,5.049564681,6.670315241
840,42.055,4.489355706,0.959363155,4.167951302,2.896722329,3.823769045,4.393306337,5.052020475,6.666271598
841,42.105,4.486073731,0.962057253,4.156980686,2.885872056,3.817656258,4.39022167,5.046841881,6.681127233
842,42.155,4.482298088,0.964449075,4.151494051,2.880721502,3.812952694,4.38515012,5.042666497,6.698496854
843,42.205,4.478209981,0.967043817,4.145808802,2.866128861,3.810228306,4.378288231,5.038996899,6.697704579
844,42.255,4.473821977,0.969955157,4.136687929,2.85665663,3.805226378,4.373160341,5.028621151,6.706648725
845,42.305,4.468886022,0.972965409,4.130733984,2.849409142,3.801458215,4.370112131,5.024939,6.720659418
846,42.355,4.463530093,0.97610597,4.134883924,2.838455394,3.791230194,4.362968633,5.017260954,6.712118568
847,42.405,4.457797098,0.979253272,4.144789032,2.83296652,3.782754639,4.358441321,5.012001485,6.709772547
848,42.455,4.451636201,0.98238075,4.143693889,2.818368551,3.776488096,4.350244588,5.010457497,6.710930219
849,42.505,4.444924035,0.985332135,4.13778202,2.80735405,3.768113107,4.343456965,5.003181162,6.690834514
850,42.555,4.43754828,0.987636571,4.132622422,2.797332973,3.759474286,4.334636274,4.995843495,6.720334452
851,42.605,4.429751665,0.989798528,4.12914778,2.782578858,3.750691549,4.32468672,4.992255293,6.729590261
852,42.655,4.421620029,0.992097736,4.127933785,2.766986531,3.738425792,4.312681729,4.982433492,6.700361906
853,42.705,4.413080845,0.994206336,4.127494881,2.749725567,3.728264081,4.303769448,4.974199329,6.698030719
854,42.755,4.403997613,0.996130636,4.123776634,2.74380504,3.71906518,4.29396601,4.961829527,6.696463898
855,42.805,4.394423372,0.997916617,4.115030939,2.745150795,3.707351383,4.28431484,4.955560299,6.68561317
856,42.855,4.384539872,0.9992312,4.105180756,2.727838525,3.694603953,4.276045536,4.943832708,6.679715509
857,42.905,4.374280377,1.000292006,4.097201346,2.709818627,3.685238614,4.267570643,4.936680175,6.663395447
858,42.955,4.363723418,1.001086797,4.08895386,2.697331655,3.674233962,4.257984771,4.924339533,6.640551421
859,43.005,4.352744527,1.001632286,4.080204596,2.682697,3.662716247,4.244986466,4.916452782,6.637974928
860,43.055,4.34133504,1.001994964,4.071729589,2.665446722,3.652312012,4.237038855,4.901997029,6.624307805
861,43.105,4.329494923,1.00211053,4.059896561,2.648720689,3.643279173,4.224079757,4.893955664,6.591280536
862,43.155,4.31724187,1.002193988,4.04767828,2.629057447,3.631252707,4.211000717,4.884400106,6.584924012
863,43.205,4.304581075,1.002092763,4.035408559,2.612584041,3.621116932,4.199739243,4.873134979,6.56134966
864,43.255,4.291489571,1.001563621,4.014796606,2.597811385,3.609313529,4.186598061,4.859135002,6.555755857
865,43.305,4.278035036,1.000947923,3.988843699,2.587486564,3.597247939,4.173496956,4.842891794,6.545873046
866,43.355,4.26424246,1.000259389,3.960324648,2.570168396,3.585753525,4.159515792,4.831164897,6.516273575
867,43.405,4.249963083,0.999265224,3.934302809,2.553727988,3.573886845,4.148330548,4.812381125,6.484993274
868,43.455,4.235354634,0.998115739,3.911258698,2.543163817,3.56314625,4.131920682,4.794082921,6.476190955
869,43.505,4.22043315,0.996775303,3.890323275,2.529322616,3.547317044,4.118834775,4.781492144,6.464397582
870,43.555,4.205082765,0.995102213,3.86904266,2.513716367,3.534901809,4.103463471,4.766343082,6.458690987
871,43.605,4.189405911,0.993265869,3.845098601,2.498003774,3.518659979,4.089542481,4.75156451,6.448761444
872,43.655,4.17356379,0.991350981,3.828709359,2.482255391,3.503453033,4.074772935,4.736908848,6.443419001
873,43.705,4.157451566,0.989267316,3.812546839,2.469933249,3.484800473,4.06208822,4.718435397,6.41218631
874,43.755,4.140907175,0.987013926,3.799303054,2.459349097,3.467380429,4.048361263,4.706324948,6.378794024
875,43.805,4.124012411,0.984757241,3.789593829,2.449338783,3.453884352,4.032670075,4.68500161,6.364871111
876,43.855,4.107012503,0.982591334,3.783507483,2.436003699,3.438583124,4.015953766,4.66967742,6.334294171
877,43.905,4.090018986,0.980503376,3.781335647,2.418948961,3.425913481,3.997141512,4.649602497,6.301369603
878,43.955,4.072948515,0.978224544,3.778129344,2.4114263,3.409341076,3.977885578,4.632725553,6.26922382
879,44.005,4.055673005,0.975685002,3.76971119,2.392988831,3.390708962,3.960123532,4.61927176,6.248766337
880,44.055,4.03820129,0.973052629,3.754568462,2.384107297,3.374988723,3.940686562,4.602023961,6.220212381
881,44.105,4.02064498,0.970806516,3.732559647,2.373912605,3.357681766,3.925217771,4.578661426,6.222398759
882,44.155,4.003171538,0.968587627,3.712368494,2.364123678,3.343742814,3.909889146,4.558849869,6.191489968
883,44.205,3.985711015,0.966247711,3.696987133,2.350464323,3.326938416,3.892843696,4.541681538,6.169806188
884,44.255,3.967958277,0.964213639,3.689486003,2.336951001,3.311909346,3.874117392,4.520573622,6.147267705
885,44.305,3.950102098,0.961992004,3.682562995,2.327687334,3.296145685,3.858555786,4.503017655,6.121075253
886,44.355,3.932496241,0.959757377,3.666020961,2.31456057,3.280649914,3.839286425,4.485767625,6.111171873
887,44.405,3.914800452,0.957552162,3.658987706,2.300512538,3.263849832,3.822600803,4.465234949,6.092739591
888,44.455,3.897105,0.955327199,3.656251066,2.290202563,3.243862209,3.80542805,4.446244356,6.078768417
889,44.505,3.879238429,0.953214649,3.641007199,2.273875256,3.224291766,3.786364494,4.43085096,6.043455774
890,44.555,3.861128065,0.951184067,3.630545181,2.260029154,3.204185047,3.771308655,4.413907152,6.005142795
891,44.605,3.842855462,0.949106471,3.624225771,2.239238488,3.184382822,3.755858006,4.400502287,5.983083785
892,44.655,3.824575866,0.947173444,3.608570894,2.222434061,3.166662096,3.738328738,4.384565018,5.961713417
893,44.705,3.806426881,0.945287176,3.60041979,2.212713131,3.149239496,3.720884364,4.360812547,5.930353188
894,44.755,3.788163443,0.943125618,3.592889675,2.198871308,3.130521867,3.702581801,4.344747535,5.902450003
895,44.805,3.769871919,0.940626513,3.581547198,2.18280168,3.114210382,3.686203142,4.321682858,5.87327085
896,44.855,3.75150191,0.938131329,3.553849601,2.17051006,3.097469706,3.668560629,4.299501958,5.858043653
897,44.905,3.7331969,0.935874997,3.526590453,2.160564011,3.078796902,3.649336922,4.280462424,5.835712441
898,44.955,3.714689823,0.933548314,3.505722492,2.143416783,3.065830293,3.62981035,4.263978417,5.795598862
899,45.005,3.696293657,0.931136682,3.479116231,2.132237392,3.046964376,3.611092775,4.243483588,5.775493333
900,45.055,3.678085512,0.928609414,3.455456794,2.121493889,3.025632199,3.595658453,4.229959398,5.756617796
901,45.105,3.659964195,0.925856546,3.442079429,2.115545249,3.006344271,3.581428789,4.209646262,5.722992321
902,45.155,3.642073153,0.923435895,3.436143329,2.108386826,2.990055336,3.56000044,4.188879875,5.684754174
903,45.205,3.624419308,0.921373629,3.44579546,2.097865217,2.970764578,3.543646211,4.172474001,5.642295427
904,45.255,3.606877673,0.919313531,3.447603073,2.082800771,2.955897078,3.525537159,4.151005582,5.643082873
905,45.305,3.589256265,0.916921422,3.451103798,2.071994969,2.939413044,3.509077828,4.130232996,5.624212203
906,45.355,3.571613848,0.914282761,3.451326176,2.061181089,2.922305168,3.491059785,4.11125993,5.598479544
907,45.405,3.554084508,0.911471695,3.452177191,2.05770504,2.90530494,3.476349098,4.094588379,5.570587361
908,45.455,3.537031959,0.908884156,3.441579132,2.055374803,2.889336353,3.454483762,4.07505466,5.554892537
909,45.505,3.519999025,0.906699768,3.424203179,2.045616912,2.876936395,3.438410075,4.057970749,5.535444153
910,45.555,3.503272013,0.904707384,3.401819121,2.035829964,2.857443338,3.420077885,4.04243647,5.520839768
911,45.605,3.486888681,0.90252659,3.373513572,2.032330341,2.838112083,3.401842899,4.027049087,5.494599488
912,45.655,3.470697159,0.900279037,3.359862795,2.01937548,2.824152764,3.385022565,4.012118198,5.476983415
913,45.705,3.45469557,0.89730721,3.346988247,2.010897876,2.808829679,3.369220383,3.989043432,5.46746385
914,45.755,3.438999097,0.89449643,3.300178532,2.005819205,2.794755468,3.353463129,3.970009609,5.448164558
915,45.805,3.423367542,0.891815011,3.273010113,2.001207309,2.781248331,3.336820634,3.954426568,5.424383966
916,45.855,3.408035985,0.889453736,3.257885553,1.995195507,2.762302176,3.320539315,3.93675754,5.408111768
917,45.905,3.392928931,0.886907251,3.25181622,1.992751614,2.749246721,3.301213806,3.918689237,5.385651731
918,45.955,3.378095343,0.884166392,3.266645693,1.983585045,2.738566092,3.2899557,3.904022909,5.365267858
919,46.005,3.36302176,0.880632183,3.25973655,1.978214719,2.721128367,3.273106784,3.889807945,5.33964867
920,46.055,3.348391391,0.87742921,3.246593163,1.973611882,2.709028603,3.260913113,3.87343505,5.326632104
921,46.105,3.334223355,0.874366453,3.242467157,1.967048124,2.694578824,3.247446184,3.863068111,5.303715097
922,46.155,3.320524896,0.871467977,3.251414831,1.957593933,2.679010467,3.233470189,3.848451756,5.293614999
923,46.205,3.307385702,0.868460266,3.242715462,1.95138258,2.66418572,3.224046322,3.83177898,5.265534341
924,46.255,3.294759245,0.865537731,3.214371849,1.943218553,2.651311779,3.208318594,3.82336321,5.243828923
925,46.305,3.282516137,0.862387273,3.182605337,1.937098446,2.639186938,3.197374683,3.806546851,5.236212386
926,46.355,3.270777186,0.859060414,3.165484878,1.931963434,2.629047776,3.179453875,3.790522099,5.227615225
927,46.405,3.259386313,0.85609014,3.146362566,1.922537555,2.620027465,3.169890332,3.781833403,5.183419465
928,46.455,3.248571626,0.853644537,3.12012972,1.921423291,2.612182763,3.158081024,3.76626649,5.17679623
929,46.505,3.237883586,0.850678514,3.091070906,1.915510162,2.606520637,3.144051802,3.753290063,5.160591928
930,46.555,3.227553285,0.847559016,3.069091397,1.920362457,2.600409315,3.13490409,3.735368478,5.159645815
931,46.605,3.217892931,0.84513844,3.062271384,1.921068824,2.591686963,3.125927275,3.717543147,5.127126529
932,46.655,3.209045949,0.842885967,3.052742053,1.917807742,2.582386668,3.117186604,3.706070375,5.098672041
933,46.705,3.20064763,0.841196482,3.050095399,1.90684095,2.575507089,3.10628526,3.69966384,5.084740789
934,46.755,3.192321527,0.839189448,3.043044668,1.900513851,2.573491548,3.098905975,3.691392958,5.077503935
935,46.805,3.184541266,0.836900621,3.027867265,1.902377981,2.567536497,3.090561401,3.683459161,5.055586939
936,46.855,3.176808244,0.83302003,3.015913508,1.89981507,2.562433035,3.082616065,3.66824901,5.035588802
937,46.905,3.169331932,0.829445183,2.966879615,1.898098662,2.55601166,3.079083329,3.659931932,5.025948297
938,46.955,3.16210972,0.8268383,2.926263209,1.897488095,2.548450252,3.069873556,3.650866054,5.032132885
939,47.005,3.155223629,0.824255955,2.922364093,1.896679962,2.545638174,3.062549574,3.646947986,5.007271067
940,47.055,3.14866963,0.821640519,2.9268819,1.896078181,2.539322223,3.053419195,3.636972814,4.998014927
941,47.105,3.142421012,0.819461362,2.927977834,1.88335699,2.538205245,3.050052967,3.62944946,4.97710709
942,47.155,3.137011415,0.817793413,2.952516553,1.876913828,2.535232788,3.044481476,3.620252098,4.969523217
943,47.205,3.132170427,0.815905504,2.978121823,1.878141675,2.531746383,3.041654953,3.615816775,4.959172007
944,47.255,3.127677605,0.814011975,2.97401077,1.870122055,2.528713767,3.034916908,3.612727058,4.959829638
945,47.305,3.123533932,0.812335269,2.960508107,1.870993592,2.525721905,3.028722032,3.603309089,4.962108253
946,47.355,3.119853379,0.810904236,2.95506553,1.874148965,2.519428613,3.02895912,3.590961673,4.95664088
947,47.405,3.116811076,0.810078326,2.953005443,1.874424356,2.519047704,3.027732285,3.590519675,4.950993245
948,47.455,3.114266403,0.810266472,2.941778857,1.872691011,2.518009304,3.023866883,3.586673884,4.947737688
949,47.505,3.112042697,0.811472286,2.92777042,1.879124023,2.519436117,3.016056004,3.581419622,4.931359082
950,47.555,3.10989398,0.811273268,2.927808722,1.874139974,2.51882514,3.016954837,3.580514988,4.905435324
951,47.605,3.10829345,0.810690625,2.921155354,1.875693446,2.514152751,3.013099516,3.57601323,4.913751841
952,47.655,3.106569427,0.809962675,2.91292601,1.869797614,2.513859311,3.013725271,3.572508196,4.91181304
953,47.705,3.105505722,0.808982766,2.893273971,1.876924375,2.511827344,3.015406548,3.574795763,4.919097238
954,47.755,3.10493308,0.807242138,2.89655787,1.874887815,2.509729338,3.014497774,3.567391313,4.919688936
955,47.805,3.104778972,0.805622056,2.910506346,1.880081526,2.512666317,3.012225578,3.5688655,4.915801249
956,47.855,3.105103931,0.804448787,2.880396176,1.883192536,2.513728329,3.010071588,3.570739055,4.905862848
957,47.905,3.106005565,0.803771381,2.849906387,1.882283933,2.513652669,3.011784332,3.570354101,4.911552218
958,47.955,3.107627931,0.803011629,2.868488836,1.884071647,2.512728668,3.011957526,3.569129805,4.917664456
959,48.005,3.109208134,0.80154801,2.874203253,1.887360438,2.518214052,3.013095984,3.570853248,4.882639932
960,48.055,3.111160608,0.800489403,2.899244688,1.892840974,2.523607236,3.01663778,3.57288634,4.883546739
961,48.105,3.11350308,0.799575308,2.944710172,1.896372974,2.526969777,3.018191135,3.574819635,4.902137738
962,48.155,3.116449408,0.798777912,2.95188461,1.899929173,2.532416198,3.023422392,3.578765714,4.900785443
963,48.205,3.11968463,0.797428294,2.936003908,1.900305448,2.537218429,3.028654325,3.58103459,4.887885
964,48.255,3.123554061,0.796023084,2.945195838,1.906427895,2.540593783,3.034518842,3.588358658,4.907758976
965,48.305,3.128017524,0.795969462,2.925558124,1.906368934,2.544070357,3.037380851,3.597278628,4.920404181
966,48.355,3.132795143,0.79647708,2.901259078,1.909374357,2.550960894,3.04124002,3.607069345,4.946247049
967,48.405,3.138113002,0.798100555,2.926874815,1.903116012,2.556769796,3.046665015,3.609197943,4.941884323
968,48.455,3.143971689,0.799723859,2.925811437,1.897145218,2.561276707,3.058405036,3.610481955,4.964200619
969,48.505,3.150443787,0.80079717,2.918185125,1.901768256,2.564695928,3.068640901,3.62122357,4.987266025
970,48.555,3.15762834,0.801970852,2.931508118,1.904339505,2.573290448,3.07803466,3.633432077,5.001878496
971,48.605,3.165288071,0.802869676,2.951584185,1.914227915,2.580449963,3.084193712,3.635600023,5.006101919
972,48.655,3.173766333,0.803701674,2.942501936,1.920650873,2.586738754,3.092185317,3.642206244,4.999683457
973,48.705,3.182277935,0.804818279,2.964228781,1.922079104,2.598399056,3.100503454,3.65529461,5.007496187
974,48.755,3.191443731,0.806368259,2.981576848,1.92137923,2.606661951,3.109423518,3.665156881,5.012269237
975,48.805,3.201514315,0.808453978,2.991208004,1.921855768,2.615069922,3.115577656,3.675063264,5.0236019
976,48.855,3.212110945,0.810734028,3.01244485,1.922999258,2.621720309,3.127521429,3.689270198,5.038214799
977,48.905,3.223159801,0.812877768,3.042780619,1.930757768,2.633907945,3.144343125,3.697749618,5.052331478
978,48.955,3.234559458,0.815239068,3.060606848,1.934102317,2.640321924,3.156247797,3.712643395,5.073566457
979,49.005,3.2468607,0.817427926,3.098544439,1.942303852,2.654311976,3.171196634,3.732583333,5.093232401
980,49.055,3.259780512,0.818774956,3.118378281,1.952446184,2.670045558,3.184512081,3.741221381,5.119921929
981,49.105,3.272945013,0.819677291,3.107296417,1.962716607,2.685860419,3.19476186,3.756225003,5.132570819
982,49.155,3.28651444,0.820394803,3.118102991,1.967161599,2.699747046,3.210082521,3.771247218,5.148736967
983,49.205,3.300718101,0.821754257,3.138684279,1.971169581,2.714774053,3.225271612,3.77945415,5.156731238
984,49.255,3.315914059,0.823727472,3.154537683,1.980097083,2.730638066,3.242056018,3.798223211,5.158701562
985,49.305,3.331649841,0.825834748,3.177750391,1.986424005,2.747785642,3.256111317,3.814316689,5.180926496
986,49.355,3.34826663,0.828246644,3.173485074,1.995012647,2.759729098,3.272460013,3.832341593,5.194146107
987,49.405,3.365564688,0.830536407,3.182956675,2.003131051,2.773257656,3.289815952,3.849127891,5.216872816
988,49.455,3.383419655,0.833595439,3.197832919,2.006328255,2.789392884,3.308183236,3.865596332,5.242656306
989,49.505,3.402152915,0.836597616,3.216911223,2.027771115,2.806671436,3.327073586,3.880843245,5.276030265
990,49.555,3.421468748,0.839301222,3.250120944,2.030708868,2.830393401,3.346863123,3.904289911,5.297789696
991,49.605,3.441615803,0.842136129,3.28694689,2.047289343,2.845832557,3.365801787,3.928515558,5.315389615
992,49.655,3.462569465,0.844902162,3.321413755,2.052289052,2.867909165,3.388919846,3.953202099,5.336447302
993,49.705,3.483849332,0.847677756,3.352704226,2.060051922,2.888821136,3.41132123,3.974473732,5.36831251
994,49.755,3.505753271,0.850441084,3.381580185,2.080150584,2.909668519,3.437486249,3.997060165,5.412510333
995,49.805,3.528597208,0.852973799,3.399211779,2.104229977,2.929537433,3.459439438,4.028144551,5.437443696
996,49.855,3.552246122,0.855158629,3.431823523,2.116824236,2.9556044,3.483932354,4.052213197,5.461803473
997,49.905,3.576573539,0.857233912,3.482870669,2.132397232,2.9811304,3.513413283,4.083073408,5.488208688
998,49.955,3.601788603,0.859198595,3.476979977,2.142184483,3.011184154,3.536357464,4.112427548,5.49791138
999,50.005,3.627579048,0.861509205,3.492853097,2.162482149,3.034884559,3.55802524,4.142944906,5.526262693
1000,50.055,3.653543578,0.86338914,3.509765051,2.17680145,3.056947395,3.58736507,4.167847199,5.551217242
1001,50.105,3.680013869,0.864883632,3.535660536,2.189173834,3.084309629,3.617664276,4.196178915,5.582584928
1002,50.155,3.707073918,0.866357512,3.559140474,2.202412872,3.105667355,3.644978275,4.220931513,5.602883972
1003,50.205,3.734535858,0.867813211,3.59424379,2.228279087,3.135696674,3.674833349,4.254085011,5.629326512
1004,50.255,3.762742045,0.869574422,3.640611262,2.238903634,3.163538186,3.703561037,4.289651782,5.667944824
1005,50.305,3.791431649,0.871660126,3.681764344,2.255593501,3.192414184,3.732233858,4.318952543,5.699580744
1006,50.355,3.820768485,0.873272989,3.682204277,2.270441654,3.218796087,3.758416874,4.351921678,5.72965546
1007,50.405,3.850472683,0.874380203,3.683485746,2.300763388,3.246897227,3.790133727,4.379894908,5.7653909
1008,50.455,3.880614444,0.875688571,3.726887705,2.328800927,3.28036367,3.821743349,4.412168033,5.78108432
1009,50.505,3.910748917,0.877086537,3.758214442,2.353337663,3.309907926,3.854263214,4.445680407,5.798362271
1010,50.555,3.941272618,0.878125716,3.78828456,2.382780624,3.338909432,3.881208017,4.48475033,5.822534758
1011,50.605,3.972022127,0.879513113,3.826480225,2.408648217,3.365409164,3.916217952,4.516140566,5.843218578
1012,50.655,4.003122292,0.881416393,3.856676664,2.430035768,3.395747027,3.948605783,4.547772156,5.869247764
1013,50.705,4.034165783,0.883806761,3.882079469,2.460711869,3.426637318,3.98164021,4.582337589,5.904618514
1014,50.755,4.065042034,0.885846576,3.903966919,2.484613663,3.455310152,4.011175316,4.620239953,5.93522995
1015,50.805,4.096419189,0.887579048,3.915500358,2.523478673,3.485706737,4.047325805,4.657059684,5.967236036
1016,50.855,4.128689958,0.889078302,3.922836537,2.554868047,3.515085072,4.076427516,4.691216378,6.003436907
1017,50.905,4.161215659,0.890132907,3.951347135,2.580896303,3.542456914,4.110455399,4.71891999,6.020360258
1018,50.955,4.194056386,0.890354953,4.017984334,2.615364915,3.57408505,4.140647618,4.759107011,6.043738902
1019,51.005,4.227015101,0.891305781,4.066911798,2.642427742,3.606516983,4.167726609,4.785156765,6.084312108
1020,51.055,4.25972269,0.892946285,4.071131908,2.680876328,3.639471294,4.200603331,4.817744494,6.12372505
1021,51.105,4.292583036,0.89521083,4.054277943,2.717016958,3.668628482,4.233602028,4.855208667,6.156753603
1022,51.155,4.32559003,0.898126352,4.059937838,2.746162488,3.696539974,4.270138303,4.892788219,6.179400262
1023,51.205,4.358135361,0.900833814,4.06836079,2.782499708,3.730742321,4.304429486,4.926751834,6.22054303
1024,51.255,4.390909583,0.903316943,4.101461953,2.811907587,3.764743679,4.336858724,4.96456994,6.263207232
1025,51.305,4.423908208,0.905940524,4.151997076,2.837964949,3.797190726,4.364669862,5.002832558,6.299285492
1026,51.355,4.457237831,0.908413175,4.171400415,2.845745362,3.825282255,4.396708436,5.039417228,6.325068398
1027,51.405,4.491539784,0.911672784,4.166207677,2.869976333,3.858566343,4.431017041,5.076169134,6.383030126
1028,51.455,4.526592181,0.914702064,4.205873018,2.891309715,3.886196636,4.461522038,5.112654596,6.434824972
1029,51.505,4.561906907,0.918676011,4.245026712,2.930211643,3.921939294,4.497889644,5.14950511,6.465900224
1030,51.555,4.598052627,0.923606911,4.290134688,2.963340645,3.955614185,4.531251196,5.188423618,6.520109072
1031,51.605,4.636069582,0.929310877,4.353054665,2.99243854,3.994351812,4.565357458,5.229202117,6.57545352
1032,51.655,4.675816283,0.936208039,4.417911298,3.009838034,4.03548541,4.603721333,5.276090245,6.626216332
1033,51.705,4.716817869,0.943575169,4.48297411,3.019106589,4.067838044,4.64613313,5.324775487,6.695495316
1034,51.755,4.759381273,0.951592598,4.531401077,3.056708739,4.104754713,4.689331498,5.375315411,6.766797425
1035,51.805,4.803659641,0.960906715,4.579019033,3.06969295,4.143774605,4.735600796,5.418509064,6.839452811
1036,51.855,4.850259788,0.971130014,4.647624535,3.099177857,4.18178059,4.787244377,5.468089699,6.91524036
1037,51.905,4.898527172,0.982682049,4.677915192,3.131595554,4.223672616,4.834132424,5.525233842,6.997187447
1038,51.955,4.948200149,0.994799321,4.725214145,3.166916738,4.260048611,4.883927194,5.569447289,7.094214396
1039,52.005,4.999770863,1.007950323,4.866438771,3.197353621,4.300496368,4.937986415,5.634521798,7.161902
1040,52.055,5.053374637,1.021829334,4.97079883,3.22148764,4.346373867,4.992879412,5.70042128,7.228728648
1041,52.105,5.108040366,1.037243697,5.050529527,3.258756897,4.385690999,5.046724603,5.766446339,7.3061808
1042,52.155,5.164169142,1.05428682,5.139249918,3.27557027,4.425963855,5.10744956,5.841302987,7.406363971
1043,52.205,5.221465473,1.072080885,5.200872725,3.301398475,4.467204821,5.162639712,5.908626439,7.505949764
1044,52.255,5.280503388,1.090427801,5.02657633,3.330686456,4.517029329,5.216870688,5.982287443,7.589097778
1045,52.305,5.342205152,1.110369092,5.102113005,3.364495614,4.560118396,5.272878163,6.061864802,7.695902574
1046,52.355,5.405137751,1.13084477,5.084799135,3.398946412,4.603511367,5.333865774,6.139584424,7.796258651
1047,52.405,5.469911904,1.151362357,5.076356777,3.418119194,4.653026586,5.395735886,6.223021164,7.883602093
1048,52.455,5.536892856,1.172212167,5.124656038,3.455944856,4.709064316,5.456368344,6.307026837,7.982342409
1049,52.505,5.606383519,1.19345952,5.170019475,3.491145205,4.764788717,5.524344402,6.393138655,8.096903455
1050,52.555,5.678129661,1.215931383,5.249507454,3.515272029,4.816270567,5.595624341,6.480247416,8.195133698
