,age,mean,std,mode,2.50%,25%,50%,75%,97.50%
1051,52.605,5.75291829,1.238661539,5.352864334,3.550076045,4.873475484,5.668054109,6.581281943,8.328548944
1052,52.655,5.829715942,1.261744485,5.43076503,3.592323615,4.911311592,5.74892501,6.683872805,8.433019669
1053,52.705,5.909372825,1.284681667,5.497806451,3.633894777,4.965477238,5.832524431,6.788264655,8.551493529
1054,52.755,5.99140547,1.307094943,5.55472812,3.683313805,5.027227345,5.911462935,6.890891511,8.667302404
1055,52.805,6.074935475,1.32840728,5.605197911,3.750569645,5.091408803,6.000849971,6.998357387,8.772458491
1056,52.855,6.159602024,1.350337911,5.699116992,3.79828982,5.154391069,6.08666312,7.10022049,8.902784856
1057,52.905,6.245445046,1.372983242,5.760433076,3.833104708,5.22872295,6.172969055,7.208336152,8.991666694
1058,52.955,6.331768787,1.395749946,5.744459406,3.865317439,5.292845893,6.264901723,7.318712395,9.11853499
1059,53.005,6.418232957,1.417834644,5.844141934,3.896420925,5.355387424,6.365380428,7.418775713,9.230452414
1060,53.055,6.505069773,1.440342293,5.915094186,3.945804798,5.429304619,6.457323848,7.530866043,9.330306435
1061,53.105,6.59125252,1.462825461,5.92148967,3.994283155,5.490918765,6.546281538,7.635791883,9.469470476
1062,53.155,6.674389153,1.485865251,7.381435636,4.028546848,5.553579722,6.650623988,7.734034537,9.575970891
1063,53.205,6.752496887,1.507951694,7.456256693,4.047892493,5.601548745,6.748034151,7.829768959,9.697824875
1064,53.255,6.827805837,1.528837219,7.522065639,4.094929736,5.650861914,6.838792134,7.917456097,9.796258646
1065,53.305,6.898435206,1.548101618,7.562198709,4.135025137,5.694474309,6.925678386,7.991764667,9.909137279
1066,53.355,6.96245389,1.565615572,7.623405837,4.167114714,5.741973952,7.006052445,8.065176406,10.00583617
1067,53.405,7.018597108,1.579649876,7.720039706,4.185759315,5.784886856,7.068115802,8.131443657,10.06177375
1068,53.455,7.065963073,1.58962936,7.798365685,4.210217707,5.832142464,7.120355709,8.19686271,10.1368666
1069,53.505,7.103259889,1.595534271,7.818504505,4.218320126,5.8554105,7.171551355,8.239933049,10.1604998
1070,53.555,7.131288877,1.597445174,7.831004381,4.242915959,5.877326487,7.204135538,8.265902272,10.20723086
1071,53.605,7.149876866,1.595711397,7.890857335,4.265411493,5.905061732,7.206720645,8.276615648,10.22093137
1072,53.655,7.159247337,1.589038562,7.841555999,4.284007417,5.922617029,7.205935148,8.284640946,10.23025377
1073,53.705,7.159082381,1.578628571,7.791939961,4.310187854,5.932068736,7.201947232,8.28857982,10.22573582
1074,53.755,7.14838486,1.56225992,7.729623553,4.332827755,5.935370874,7.189058944,8.257767271,10.20171285
1075,53.805,7.128972362,1.541542722,7.629029985,4.347707763,5.941309838,7.165573041,8.220331527,10.13908773
1076,53.855,7.100279274,1.516082182,7.485080328,4.366448943,5.944305758,7.123237848,8.164183141,10.06857241
1077,53.905,7.066115837,1.490005667,7.402783052,4.378793643,5.937056128,7.084824723,8.107673014,9.965715279
1078,53.955,7.026955517,1.464288132,7.305625996,4.369427718,5.92813713,7.038732892,8.039255202,9.886980796
1079,54.005,6.984120306,1.437372303,7.241565779,4.36910495,5.915798925,6.971476884,7.974291009,9.801919798
1080,54.055,6.938205702,1.411244896,7.132998257,4.36729731,5.907292796,6.920295652,7.902313701,9.723898256
1081,54.105,6.88985342,1.385256626,7.020585563,4.35159993,5.885334598,6.867269687,7.828073963,9.635473863
1082,54.155,6.839232176,1.358959404,6.898699904,4.350876024,5.866707033,6.809713987,7.75415319,9.550024567
1083,54.205,6.786774123,1.333656612,6.622209586,4.336358863,5.840743461,6.749639102,7.68156183,9.427236898
1084,54.255,6.732929921,1.309732748,6.537176792,4.305400065,5.810592173,6.688111087,7.603299806,9.338103739
1085,54.305,6.679863664,1.286548782,6.465406987,4.288384247,5.787116562,6.636240457,7.527945432,9.259824483
1086,54.355,6.626883167,1.262786943,6.452913312,4.251910398,5.765419199,6.591402931,7.456578939,9.154692826
1087,54.405,6.575881867,1.237923215,6.484942605,4.22111533,5.744767704,6.546161565,7.390904357,9.040045422
1088,54.455,6.527166358,1.212493289,6.427626886,4.206007875,5.717100095,6.497986272,7.329281006,8.9389729
1089,54.505,6.481742749,1.185969925,6.329770112,4.204955763,5.691252007,6.459276841,7.262595521,8.811512097
1090,54.555,6.44013962,1.158424431,6.29873168,4.205516625,5.669219807,6.419031764,7.210821497,8.727945631
1091,54.605,6.402732179,1.129038008,6.267601027,4.227044949,5.653733692,6.383910096,7.159064738,8.624209583
1092,54.655,6.369548507,1.099709695,6.245611441,4.249611739,5.630584718,6.351635157,7.100564772,8.532941999
1093,54.705,6.341377544,1.070202092,6.225344597,4.274869962,5.628379349,6.327088617,7.053717167,8.449238662
1094,54.755,6.318555698,1.03985053,6.216630387,4.312205543,5.625850867,6.310671375,7.01119735,8.366032418
1095,54.805,6.299815593,1.01076633,6.184720425,4.344202442,5.629759435,6.290687015,6.976232396,8.293504438
1096,54.855,6.284884656,0.983604799,6.179270403,4.365170801,5.630338911,6.286608653,6.945713214,8.236375346
1097,54.905,6.274691044,0.957764148,6.229327059,4.407475477,5.642468936,6.278361895,6.917135525,8.168264777
1098,54.955,6.26937547,0.933453116,6.312597074,4.417821724,5.659900439,6.279495462,6.892033301,8.092548599
1099,55.005,6.269323751,0.909332993,6.370930343,4.451783318,5.676517614,6.277166296,6.873017807,8.049167111
1100,55.055,6.273886625,0.886512393,6.311355591,4.501489607,5.698511092,6.280835093,6.860413454,8.012166594
1101,55.105,6.283980756,0.863408602,6.327330742,4.567354903,5.720324889,6.293636246,6.849001678,7.980873939
1102,55.155,6.29878466,0.840862886,6.353854842,4.649975182,5.741148472,6.307963776,6.84196949,7.945070453
1103,55.205,6.316746501,0.819526054,6.41973994,4.711576191,5.773209987,6.321220586,6.841198261,7.931066319
1104,55.255,6.335999921,0.798908946,6.395026008,4.768426837,5.807417987,6.33951704,6.848829307,7.916372515
1105,55.305,6.355795474,0.778456923,6.400945372,4.841595356,5.841320958,6.357984304,6.857096474,7.889982852
1106,55.355,6.374274139,0.759270028,6.502233392,4.900680714,5.873903858,6.377047832,6.859854337,7.878248698
1107,55.405,6.389994069,0.742414874,6.540053129,4.947912132,5.8962856,6.400512564,6.8616767,7.886446322
1108,55.455,6.40098412,0.728511998,6.530681906,4.982757649,5.913947532,6.408979816,6.871895015,7.858069662
1109,55.505,6.405977885,0.717798349,6.51814786,5.014513456,5.923900808,6.410741294,6.870205391,7.834440143
1110,55.555,6.405102474,0.7108187,6.421575396,5.034970378,5.92928353,6.406061159,6.865240765,7.828278216
1111,55.605,6.396363612,0.708257927,6.466101655,5.032368122,5.922662455,6.396437361,6.860936702,7.808762688
1112,55.655,6.380565874,0.709256877,6.431557288,5.010650021,5.904897166,6.381502655,6.840646346,7.806877855
1113,55.705,6.356976148,0.712776688,6.425386333,4.979676552,5.886693219,6.354552374,6.822137548,7.791615375
1114,55.755,6.326214204,0.719924884,6.451024237,4.938589235,5.849765362,6.319971609,6.79761152,7.778633203
1115,55.805,6.288851468,0.730069608,6.271194362,4.862759346,5.80597844,6.279312893,6.766338882,7.752827196
1116,55.855,6.244694401,0.740434627,6.16392978,4.798699734,5.761403419,6.234195433,6.723796642,7.728942904
1117,55.905,6.19650558,0.75155258,6.085016273,4.724758996,5.709468104,6.183745892,6.682611082,7.699775691
1118,55.955,6.146826922,0.763077132,5.980190063,4.649341009,5.656512186,6.130916544,6.637674327,7.695095937
1119,56.005,6.09613896,0.774695235,5.909390344,4.581382332,5.596881475,6.07495256,6.587575131,7.678205733
1120,56.055,6.044815455,0.787253978,5.873038548,4.497547039,5.541256368,6.022803067,6.534993811,7.649482367
1121,56.105,5.995171632,0.797210551,5.812376575,4.432965184,5.489407331,5.975897432,6.49618608,7.63627738
1122,56.155,5.948340213,0.804982967,5.799355326,4.387267666,5.430541449,5.935104575,6.455904534,7.592012115
1123,56.205,5.904873416,0.811398746,5.8443969,4.318839828,5.381173739,5.893326335,6.422353233,7.562181603
1124,56.255,5.865187461,0.816141746,5.811503288,4.282514386,5.345776053,5.855037369,6.383179469,7.510358845
1125,56.305,5.828909371,0.820212449,5.753532215,4.227528227,5.304445778,5.813990408,6.347689271,7.478750208
1126,56.355,5.795134716,0.825363064,5.764699398,4.195174343,5.26592437,5.784015462,6.314867171,7.437572787
1127,56.405,5.764638785,0.829772296,5.744490849,4.159749784,5.227984766,5.7499133,6.294240618,7.424170852
1128,56.455,5.736073531,0.834062268,5.695289244,4.107288074,5.194652594,5.719749319,6.269919595,7.40684774
1129,56.505,5.709688228,0.839757125,5.626732926,4.08023825,5.159535408,5.688468448,6.244124861,7.394896864
1130,56.555,5.686010558,0.847622938,5.568214238,4.066566289,5.132341284,5.663709155,6.2215161,7.39326155
1131,56.605,5.664819205,0.855844425,5.586928911,4.019146617,5.109778968,5.645089829,6.206026169,7.390916399
1132,56.655,5.646375737,0.864933183,5.630705088,3.975061807,5.083030005,5.631433686,6.192116438,7.412497383
1133,56.705,5.630941828,0.874209491,5.631619419,3.934320666,5.058052691,5.619783694,6.177948577,7.399647873
1134,56.755,5.619177379,0.883492736,5.601126711,3.900295315,5.039001158,5.605653913,6.168016223,7.403241807
1135,56.805,5.610423783,0.894153645,5.587998095,3.884631224,5.030052115,5.597703675,6.16526176,7.41568614
1136,56.855,5.604661086,0.905058199,5.577278681,3.867312979,5.022136668,5.586996831,6.16388281,7.449196817
1137,56.905,5.601298417,0.916204006,5.556073047,3.855608689,5.012678413,5.582341516,6.162993216,7.478473795
1138,56.955,5.600090925,0.92770287,5.55203971,3.834270112,5.004827062,5.575327196,6.161644638,7.537434853
1139,57.005,5.60147516,0.940057379,5.587074678,3.814297581,4.996899227,5.577629229,6.167734263,7.580404296
1140,57.055,5.605462953,0.953024151,5.614071868,3.814491785,4.994670707,5.579807249,6.166012319,7.601294463
1141,57.105,5.610674288,0.96847944,5.583692586,3.80709354,4.992810739,5.578536284,6.179370755,7.647693313
1142,57.155,5.618286843,0.985105228,5.542055741,3.799628897,4.992164219,5.579865405,6.191974275,7.689730715
1143,57.205,5.627772344,1.00153652,5.514585114,3.784048388,4.994340518,5.579533759,6.203465219,7.756091992
1144,57.255,5.639119598,1.018099931,5.495592809,3.75693761,4.985892393,5.580673899,6.21738119,7.825189993
1145,57.305,5.652195552,1.035263115,5.462727037,3.767912843,4.981549631,5.587055538,6.235284691,7.895823881
1146,57.355,5.667126089,1.053603452,5.466957173,3.77412997,4.970780947,5.594389049,6.266721963,7.974581042
1147,57.405,5.683684051,1.074034726,5.487165846,3.758853067,4.973893616,5.606370852,6.295326795,8.060375827
1148,57.455,5.702012912,1.095676954,5.492424649,3.768779511,4.972818519,5.61898624,6.327795643,8.185637429
1149,57.505,5.721425351,1.118760946,5.50607692,3.778012483,4.975041714,5.630276887,6.36140805,8.264919615
1150,57.555,5.742421971,1.142918164,5.521611306,3.780674616,4.974020778,5.64375401,6.384537033,8.33138662
1151,57.605,5.765221151,1.167857071,5.541903429,3.795948424,4.978569774,5.660787937,6.416745609,8.397721156
1152,57.655,5.78978889,1.193333662,5.536278026,3.807582113,4.979240821,5.676915377,6.457652106,8.470879845
1153,57.705,5.815843906,1.218410114,5.601808903,3.78930639,4.987043529,5.699577454,6.505646217,8.583671534
1154,57.755,5.842194831,1.243362726,5.551717753,3.775769055,4.990834692,5.72072847,6.538818885,8.661646481
1155,57.805,5.869733425,1.26804654,5.551442731,3.771185648,4.9968652,5.744727687,6.584617135,8.737375403
1156,57.855,5.898092353,1.292753207,5.677778178,3.756077891,5.009332084,5.770657145,6.63049071,8.792984315
1157,57.905,5.927102134,1.315687363,5.587787437,3.740708883,5.02625272,5.791361675,6.670017857,8.888072826
1158,57.955,5.957154033,1.339709541,5.684229519,3.743829916,5.036878861,5.812279863,6.713448236,9.010078936
1159,58.005,5.988269947,1.363437064,5.736575692,3.734091249,5.052824417,5.842401567,6.762933469,9.092038812
1160,58.055,6.020405078,1.387215773,5.540384266,3.718994988,5.061237965,5.872391411,6.820644237,9.17233334
1161,58.105,6.053180899,1.407336203,5.644570985,3.718087134,5.076403992,5.902000917,6.864579714,9.232891441
1162,58.155,6.086447833,1.425166222,5.673026148,3.722809716,5.084847511,5.928184978,6.911331235,9.311783701
1163,58.205,6.120801019,1.4424733,5.697480401,3.726603891,5.098558187,5.951706485,6.963610679,9.415980662
1164,58.255,6.156867108,1.460311495,5.714625621,3.717811871,5.130426569,5.994433518,6.998428879,9.430711938
1165,58.305,6.191758662,1.475112411,5.718173735,3.729964937,5.146674005,6.031493754,7.044691371,9.477924961
1166,58.355,6.227609122,1.489611052,5.782188264,3.759427186,5.166719317,6.067726046,7.088860051,9.497088467
1167,58.405,6.263229234,1.503256913,5.841627323,3.761283325,5.192633416,6.102463504,7.153862994,9.571925169
1168,58.455,6.298355868,1.516327059,5.776016155,3.77905938,5.217726557,6.145235326,7.203303551,9.690743755
1169,58.505,6.332978365,1.526836162,5.798804518,3.8079675,5.236951608,6.176279851,7.247417173,9.763949667
1170,58.555,6.367427949,1.53746027,5.851234948,3.819742344,5.265957489,6.215118553,7.300540831,9.790332923
1171,58.605,6.399876575,1.545836657,5.761358128,3.843671568,5.294488178,6.244575,7.326671493,9.801751544
1172,58.655,6.431548654,1.549221359,5.809033519,3.877896273,5.323016887,6.281517608,7.381617504,9.843244498
1173,58.705,6.462287553,1.552304919,5.939625192,3.903952911,5.340787234,6.306853211,7.394650136,9.843206044
1174,58.755,6.49284216,1.551721769,5.953347313,3.903200927,5.365938353,6.34052064,7.449140442,9.86725042
1175,58.805,6.524059891,1.548778648,6.03197812,3.925892066,5.416871624,6.379040319,7.485373698,9.874594462
1176,58.855,6.554729056,1.543703651,6.146498469,3.923714185,5.459058464,6.405871722,7.502505957,9.861771811
1177,58.905,6.582888118,1.536565497,6.161393348,3.952525952,5.489039926,6.442254522,7.517273415,9.889953087
1178,58.955,6.607763758,1.524804673,6.355352633,3.943840597,5.533620901,6.47921234,7.553504952,9.927616235
1179,59.005,6.633045694,1.511007778,6.3246857,3.965154077,5.5646583,6.51640671,7.570748422,9.880021866
1180,59.055,6.658181133,1.495226599,6.36283015,4.003394589,5.605260216,6.547415613,7.596843168,9.851211909
1181,59.105,6.681553061,1.475788341,6.303196246,4.060425737,5.647927784,6.590221221,7.598949978,9.830219051
1182,59.155,6.703615891,1.455522743,6.634947864,4.094792201,5.698978502,6.632203479,7.608538836,9.814003271
1183,59.205,6.725055994,1.434758368,6.7006214,4.146857818,5.741336436,6.653414966,7.617033511,9.765590005
1184,59.255,6.745445565,1.414877278,6.668906128,4.201661915,5.767553243,6.682985838,7.62534864,9.744098621
1185,59.305,6.764142328,1.395019193,6.673897997,4.249209052,5.798316559,6.70078484,7.625633803,9.735700833
1186,59.355,6.77997503,1.374490401,6.547866994,4.299143539,5.832458563,6.695570771,7.644838933,9.691568743
1187,59.405,6.79333071,1.354742969,6.529798813,4.365854103,5.847633414,6.712633547,7.645448152,9.635853511
1188,59.455,6.805533257,1.335915808,6.76606394,4.418631601,5.874149583,6.738367189,7.644805316,9.5743019
1189,59.505,6.815692268,1.316915234,6.895307102,4.441341059,5.891598821,6.755266312,7.650673175,9.561930083
1190,59.555,6.823593683,1.298180538,6.672727059,4.492734041,5.908076729,6.759853565,7.637531255,9.539476021
1191,59.605,6.828979084,1.279634133,6.732013636,4.532733125,5.927025992,6.77467866,7.632102653,9.517455772
1192,59.655,6.832850551,1.26190432,6.674944584,4.55421628,5.953371202,6.767200063,7.630913472,9.498682224
1193,59.705,6.836749543,1.244479769,7.013392626,4.565733486,5.967678329,6.787285306,7.628847135,9.450555232
1194,59.755,6.840052993,1.228062805,6.91122957,4.618327424,5.979990801,6.79161098,7.623678559,9.415322872
1195,59.805,6.843584469,1.2147876,6.71106849,4.608429697,5.994679266,6.797812058,7.6149448,9.404835768
1196,59.855,6.846596973,1.206010253,6.709756323,4.639462561,6.017438831,6.797430898,7.6114628,9.359720226
1197,59.905,6.848296597,1.198775922,6.769845526,4.641385377,6.026433071,6.802546298,7.612281902,9.31489066
1198,59.955,6.849759139,1.193211928,6.875793051,4.664542927,6.036873931,6.814215264,7.605295922,9.327185728
1199,60.005,6.850425226,1.189174203,6.833524185,4.678864297,6.035579356,6.810083603,7.602998061,9.331630686
1200,60.055,6.849833521,1.188152488,6.778166626,4.679099515,6.043538814,6.807303332,7.592896619,9.33619485
1201,60.105,6.849562242,1.191073447,6.778991827,4.679135226,6.034762232,6.806584218,7.602317887,9.354213004
1202,60.155,6.850005233,1.195709275,6.684298239,4.654732624,6.021832895,6.80237328,7.615909323,9.345276832
1203,60.205,6.850625999,1.199862585,6.700940614,4.651796052,6.019129326,6.796793917,7.611604934,9.350535765
1204,60.255,6.851013645,1.206503247,6.690927365,4.661236165,6.023790407,6.782144981,7.612149045,9.381763841
1205,60.305,6.851255681,1.214844465,6.561631482,4.65451547,6.014818767,6.775145198,7.624158728,9.386383985
1206,60.355,6.851589965,1.223355119,6.62246531,4.652671552,6.014491332,6.775870232,7.628177646,9.440636326
1207,60.405,6.851560854,1.233405666,6.579610505,4.631133821,6.004667945,6.770905947,7.63269342,9.461059291
1208,60.455,6.850384447,1.246457168,6.537340951,4.61781376,5.988364629,6.772259238,7.642412958,9.504182959
1209,60.505,6.848090249,1.26240658,6.630401056,4.586902196,5.97186071,6.769599793,7.632879577,9.529221441
1210,60.555,6.844947383,1.280550292,6.633239951,4.561189346,5.965153568,6.766272415,7.641637621,9.544108859
1211,60.605,6.840679575,1.30041619,6.619087833,4.500092454,5.949835121,6.763185919,7.656530446,9.5789611
1212,60.655,6.835220723,1.319866955,6.545734346,4.467239392,5.920437769,6.751180418,7.657986664,9.613856969
1213,60.705,6.829141811,1.34041881,6.481645131,4.44368254,5.894975187,6.743593019,7.668970431,9.684550295
1214,60.755,6.822367785,1.360779141,6.499728644,4.400648305,5.860897053,6.744289829,7.682022959,9.738109692
1215,60.805,6.814930535,1.380315935,6.467973577,4.363513143,5.844527786,6.725232506,7.687845229,9.753069962
1216,60.855,6.804688936,1.397994465,6.417721546,4.357293113,5.81510589,6.704574428,7.700044685,9.74067346
1217,60.905,6.79263812,1.415436264,6.415589678,4.309017025,5.796857863,6.686166546,7.703558162,9.773492985
1218,60.955,6.778252409,1.4304989,6.342102711,4.286639548,5.776376684,6.679112012,7.677031976,9.814144885
1219,61.005,6.760540121,1.447428684,6.282054856,4.242088467,5.751991774,6.654250033,7.661472832,9.851609988
1220,61.055,6.741200925,1.464583026,6.400533565,4.159184861,5.715944576,6.62550292,7.66300812,9.849732095
1221,61.105,6.720879253,1.482143084,6.370389984,4.108501571,5.680545525,6.60854323,7.645054349,9.831249953
1222,61.155,6.699189957,1.499571267,6.366878359,4.074691003,5.658545122,6.580155073,7.6122802,9.882404805
1223,61.205,6.675782481,1.516614849,6.392093947,4.036324974,5.613381601,6.561569419,7.61781364,9.948648705
1224,61.255,6.650477625,1.531657151,6.420634401,3.999169183,5.572615155,6.537699783,7.60608251,9.953782258
1225,61.305,6.622223643,1.545213463,6.43583355,3.969326517,5.524765035,6.510475613,7.58967202,9.99251766
1226,61.355,6.59281378,1.557557487,6.259909254,3.928940515,5.472728554,6.470553353,7.559622533,10.00938539
1227,61.405,6.562999066,1.566979174,5.908065182,3.904531927,5.435260305,6.431006558,7.535948652,10.00164221
1228,61.455,6.531832313,1.575179974,5.972950768,3.86933229,5.402758583,6.401380995,7.493192291,9.962242824
1229,61.505,6.499953994,1.582131088,6.094707148,3.848719296,5.358365251,6.35485004,7.465036564,9.976907941
1230,61.555,6.466658528,1.587289649,6.041760185,3.826307267,5.328266533,6.319431957,7.434169637,9.958996764
1231,61.605,6.430472364,1.585561047,5.992543201,3.787033895,5.283507658,6.274812908,7.406418874,9.936844934
1232,61.655,6.392999875,1.578659798,5.978829381,3.794269851,5.251188731,6.241844906,7.355951907,9.880494256
1233,61.705,6.35314613,1.57041774,5.943801183,3.778412107,5.208270699,6.20371874,7.312481368,9.856056365
1234,61.755,6.312729116,1.559942248,5.772936745,3.74208457,5.179640307,6.173781572,7.265370602,9.815353153
1235,61.805,6.271797556,1.549015404,5.749381378,3.728414541,5.14531745,6.12246437,7.221632476,9.717261447
1236,61.855,6.229341991,1.536445459,5.808234498,3.694844947,5.117380929,6.071585812,7.157701456,9.639243781
1237,61.905,6.185584565,1.521427203,5.791224649,3.669721322,5.078558943,6.027403876,7.109816564,9.544470274
1238,61.955,6.13944404,1.504599899,5.790550293,3.659307079,5.058024649,5.980836723,7.055901315,9.469079026
1239,62.005,6.092521721,1.487722713,5.669746498,3.639888441,5.025954577,5.93940511,6.991243725,9.417900261
1240,62.055,6.043613699,1.471122646,5.558214281,3.631648173,4.994504085,5.889034338,6.924949375,9.370704735
1241,62.105,5.993802116,1.453360888,5.473792371,3.59396357,4.956787774,5.83775874,6.863461847,9.260898765
1242,62.155,5.943814402,1.435021827,5.450675658,3.575949359,4.929533573,5.784406414,6.795657202,9.161237767
1243,62.205,5.892534932,1.414696104,5.422586972,3.574961822,4.896861363,5.742355577,6.72226254,9.09634688
1244,62.255,5.840945748,1.394508589,5.410257388,3.544447858,4.863552764,5.692386886,6.66326038,9.026359229
1245,62.305,5.788783772,1.374312071,5.435179652,3.518592376,4.831912677,5.637778242,6.587470984,8.948627018
1246,62.355,5.735240497,1.353579218,5.466157596,3.501009479,4.793757084,5.592694894,6.512536852,8.824108832
1247,62.405,5.680111063,1.333624759,5.443511649,3.476531354,4.748164526,5.541492798,6.439155735,8.747477784
1248,62.455,5.62389925,1.314957738,5.352193803,3.459576951,4.708101401,5.481738041,6.371437708,8.610488787
1249,62.505,5.566958362,1.295631781,5.246127357,3.422128768,4.664581523,5.426299762,6.30767284,8.516898432
1250,62.555,5.509510506,1.275678291,5.158820391,3.39455041,4.626957695,5.367136956,6.240061423,8.406732712
1251,62.605,5.450716146,1.255350404,5.092485563,3.370238247,4.581533288,5.314257392,6.175096989,8.300305344
1252,62.655,5.39197765,1.236634206,5.029803377,3.331265722,4.537858809,5.266955685,6.106197426,8.192500824
1253,62.705,5.332933521,1.21975715,4.923649502,3.286801009,4.486124591,5.213914719,6.035140226,8.070887791
1254,62.755,5.273671823,1.204403943,4.829745006,3.257645956,4.438925524,5.159429394,5.955901556,7.979174953
1255,62.805,5.21395854,1.189631587,4.861155539,3.219881962,4.38909401,5.098235174,5.889419098,7.885846538
1256,62.855,5.152803534,1.173840151,4.87940167,3.149265852,4.33876344,5.045796097,5.819145709,7.780571979
1257,62.905,5.091089301,1.159574302,4.841873135,3.101598844,4.295558554,4.996298253,5.755460061,7.653393385
1258,62.955,5.028962726,1.14615006,4.750184208,3.050492908,4.241380979,4.937752536,5.690055547,7.535602667
1259,63.005,4.966698055,1.134663368,4.765222672,2.990940357,4.193631064,4.878043311,5.623085254,7.436686177
1260,63.055,4.904137843,1.125096149,4.750782467,2.937695537,4.135305222,4.820118973,5.560527821,7.35838293
1261,63.105,4.841415421,1.118107979,4.644470741,2.8709314,4.084312308,4.753467367,5.496899902,7.251650522
1262,63.155,4.777907106,1.112399385,4.564924211,2.808437465,4.031994238,4.691421544,5.436836697,7.162599753
1263,63.205,4.714035325,1.107470784,4.512247289,2.748498927,3.977520236,4.633487853,5.371583137,7.091370367
1264,63.255,4.650284527,1.102412829,4.464247614,2.681325357,3.920146053,4.573424481,5.305073421,7.006721902
1265,63.305,4.586959512,1.098916341,4.354732583,2.616057122,3.853546567,4.515339591,5.239981196,6.946095137
1266,63.355,4.522940802,1.09501867,4.263704485,2.571184415,3.792018229,4.451373973,5.169362082,6.865250024
1267,63.405,4.45986687,1.092288003,4.227843171,2.504770411,3.731591993,4.386107944,5.104866151,6.786372597
1268,63.455,4.397308094,1.089892306,4.204075227,2.43820428,3.673717681,4.327283285,5.048639465,6.719067871
1269,63.505,4.335981854,1.08951658,4.177066943,2.378198484,3.615104671,4.266716561,4.987617689,6.652644557
1270,63.555,4.275346009,1.089972988,4.106644779,2.304309432,3.553780305,4.205903286,4.926635192,6.598851024
1271,63.605,4.215710385,1.090366228,4.063065902,2.257978901,3.495139196,4.154540738,4.864761094,6.543898301
1272,63.655,4.157447839,1.091889104,4.03272023,2.214331196,3.431492599,4.096107767,4.804259807,6.507643505
1273,63.705,4.09962767,1.093910436,3.981834849,2.145756526,3.375454492,4.042013577,4.745096336,6.463595445
1274,63.755,4.042175981,1.09547631,3.842768754,2.086791806,3.31212145,3.982767797,4.688887712,6.424574911
1275,63.805,3.985036624,1.096765358,3.786597123,2.026102032,3.252836757,3.924529556,4.630979859,6.341564499
1276,63.855,3.928855555,1.097260721,3.735315443,1.967062396,3.20177383,3.865576083,4.577307322,6.289634804
1277,63.905,3.873387091,1.098143605,3.663315163,1.914437396,3.143769934,3.806197588,4.529972579,6.265944206
1278,63.955,3.818835577,1.098549179,3.62283306,1.86294555,3.078067164,3.746881531,4.473622763,6.206106464
1279,64.005,3.764700749,1.097549739,3.580722054,1.818284843,3.022731879,3.692027881,4.419108209,6.14445849
1280,64.055,3.711498564,1.096116901,3.522213285,1.776080422,2.969871517,3.640164973,4.371708133,6.104786849
1281,64.105,3.660089878,1.093916987,3.465573679,1.735161061,2.919505515,3.585197668,4.325280543,6.01975868
1282,64.155,3.609307873,1.091027455,3.434827452,1.702265495,2.868163781,3.534556061,4.268850315,5.96550236
1283,64.205,3.56035054,1.087662073,3.364045941,1.672424133,2.818790452,3.481000526,4.224274993,5.935584022
1284,64.255,3.513478619,1.084769225,3.326011282,1.616173581,2.776894217,3.429481961,4.173861672,5.88356453
1285,64.305,3.468982374,1.082643204,3.265073927,1.592465263,2.726949844,3.386042137,4.130138313,5.851212225
1286,64.355,3.425932006,1.079914231,3.207892663,1.564461922,2.670819701,3.341003291,4.084665473,5.80056731
1287,64.405,3.383695971,1.075297868,3.167128241,1.530713031,2.632957993,3.303002537,4.03429106,5.733802773
1288,64.455,3.343393384,1.070336727,3.068877771,1.510322533,2.590999333,3.263063045,3.982386874,5.669690728
1289,64.505,3.304439894,1.065231523,3.04774934,1.479244367,2.559717841,3.22494483,3.947809689,5.62909984
1290,64.555,3.266986577,1.059283769,3.109804626,1.449688277,2.523254093,3.19486127,3.903235689,5.54725195
1291,64.605,3.231113831,1.053178167,3.126909589,1.428205567,2.483206064,3.159511364,3.86502716,5.533910333
1292,64.655,3.197069825,1.048173454,3.033137159,1.411225159,2.447685293,3.122818144,3.832455674,5.481505161
1293,64.705,3.165499896,1.044351671,2.936062338,1.386750471,2.427533162,3.089351126,3.803565992,5.449379551
1294,64.755,3.136813407,1.041187603,2.848177489,1.378145315,2.398589425,3.050106031,3.77686513,5.41849898
1295,64.805,3.110478059,1.038537751,2.804057438,1.364136178,2.378737242,3.018831565,3.734217581,5.391476386
1296,64.855,3.086282411,1.035854197,2.77708541,1.34470785,2.355847147,2.991419667,3.719628263,5.350303779
1297,64.905,3.065289478,1.033965946,2.733539342,1.322829527,2.336014541,2.97018252,3.70252427,5.326014792
1298,64.955,3.047284289,1.031809979,2.715658828,1.329558832,2.319876394,2.954173065,3.679235529,5.294178539
1299,65.005,3.031378212,1.030856273,2.668054843,1.321388116,2.302837481,2.937401819,3.656882956,5.279533919
1300,65.055,3.018904106,1.031348205,2.641824879,1.317989379,2.28352738,2.927256206,3.646707308,5.276040617
1301,65.105,3.009690088,1.032415278,2.691764935,1.306521534,2.272636657,2.920880283,3.640894138,5.28943805
1302,65.155,3.003050961,1.033612348,2.779275637,1.295899867,2.261385885,2.917005019,3.635696197,5.262214185
1303,65.205,2.999987507,1.034558363,2.87976612,1.302951843,2.258428458,2.912578588,3.625081466,5.274316729
1304,65.255,2.998980001,1.035037642,2.905425894,1.301438917,2.256138552,2.913725872,3.620437351,5.243600138
