,0,1,2,3,4,5,6,7,8,9,10,11,12
13,79.985235903392,79.93893283961455,79.94306626259765,80.01594557951597,79.9551938838109,80.11540725610297,80.13405427181875,80.12227021706707,79.47863366018078,79.44524569011631,79.33305711300466,79.32879514256692,79.35654314779876
14,98.83138660206873,98.76988790682225,98.77537770877825,98.87217600522789,98.79148513503142,99.0042903399229,99.02905996958243,99.01340667765756,98.29860716133095,98.25422655179327,98.1051058995783,98.09944110656278,98.1363226429129
15,120.46743003724421,120.3865624763683,120.39378067535516,120.52107410026231,120.41496001136633,120.69486776889266,120.72745906568845,120.70686256449503,119.92809831169158,119.86965788465723,119.67334922654325,119.6658935103622,119.71443732830659
16,144.93377283269805,144.82862547248513,144.83800963681693,145.00353991307313,144.86554565603632,145.2296610278741,145.2720810879446,145.24527258516179,144.4132087448714,144.33707917920543,144.0814685088414,144.07176409796898,144.13495373553656
17,0.6413725652139269,0.617932788168823,0.6200443945330346,0.6559501139395468,0.6262475055512011,0.6963574955668945,0.703705677954849,0.6990330961737412,0.6976752245303118,0.6840447069055272,0.6395182285239732,0.6375965185619598,0.6496811309406005
18,0.9480668308296819,0.911362412595838,0.9146534585071808,0.9711697168970912,0.9243361223754227,1.0369325365046504,1.049093604980937,1.0413591912580258,1.0421676416419197,1.0196094599433698,0.9469676111935957,0.9439053133876787,0.9632623910811537
19,1.3725764041869155,1.3165849773782303,1.3215844342448964,1.4081908293777343,1.3363135337000982,1.5118951484984946,1.5313487923787614,1.5189737910821974,1.5242941064065763,1.4881902180821573,1.3733886405792473,1.3686451361534866,1.398762370551243
20,1.94766792522772,1.8643401391006633,1.8717526706035392,2.001163426122243,1.8936178279635731,2.1600331854832806,2.190209019240572,2.171009163048471,2.1845377505375176,2.1284857167972615,1.9522624026985398,1.9451065484152807,1.9907151830305743
21,2.709771141359373,2.588662381698065,2.599399437349954,2.7881667635963265,2.631106361939976,3.025063336059377,3.0705622462810216,3.04160624153315,3.068877836486616,2.9842652092656365,2.7209941384558705,2.7104664113604255,2.7777936242970993
22,3.701506027319219,3.5293175727959083,3.544536487641789,3.813795352422983,3.589523968051363,4.158368819030597,4.225205352994122,4.182660196774827,4.231544339820896,4.107084263600732,3.7234608602935184,3.7083274568760896,3.8053994969466696
23,4.965894879466315,4.726212951291445,4.747338165623304,5.123249347285074,4.809842616247349,5.612811674742677,5.708624293255513,5.64762040993731,5.728939518126013,5.550255086871189,5.004269660477152,4.982992282861785,5.119840983857301
24,6.547466483493049,6.220500663874162,6.249245192797916,6.763435584512084,6.3343657303013785,7.443778926393728,7.578020051980836,7.492529511234705,7.620630388675769,7.369876604832085,6.609850110859129,6.580556232745891,6.769420595631264
25,8.489506307601546,8.05197460862579,8.09034866077037,8.780120356067393,8.20407408574314,9.706035119468762,9.890105046892458,9.772855397187778,9.966153385887992,9.62173953578978,8.585687159566588,8.546153341462077,8.801597133413557
26,10.929668392654802,10.350696526627996,10.401366233342065,11.316176411855047,10.551638425789532,12.559467368907155,12.808071413770737,12.649688391373878,12.93152969080547,12.465648358452524,11.072433805493626,11.019712442179202,11.361018328087939
27,13.731101383079054,12.983645042540054,13.048927549687466,14.23244979209506,13.2426681146961,15.860698442277311,16.188406370138985,15.97958187873343,16.377842103335958,15.762596582252234,13.935106329776488,13.86653966943799,14.31124548800702
28,16.99529137885659,16.046361064073427,16.129084317309133,17.634564843243492,16.374738621702004,19.729228623230284,20.15337621533577,19.883040789152,20.43064099427764,19.632853746389458,17.278198587059673,17.190548039842497,17.759995654236786
29,20.736126515766212,19.550555632566056,19.653726947665746,21.538066025867398,19.960283292966867,24.18738765425621,24.726900740558253,24.382965437225504,25.117682365330843,24.100988727796032,21.118237231840986,21.00801740426793,21.725221302287025
30,24.954405519424604,23.49567325545582,23.622407961872923,25.944848420318515,23.999185277763424,29.242005818664513,29.91702887653359,29.48662168603013,30.4506914496414,29.176219269384337,25.458445137595422,25.32199992250686,26.211151843045318
31,29.63645297261683,27.867665414201895,28.021102298650366,30.8416558044779,28.477498042801717,34.88245434967728,35.71387500798719,35.183643915039916,36.42308488411994,34.850338977712155,30.287202505686107,30.120798243944968,31.206657142173885
32,34.75342749000828,32.63841377354621,32.82162108015835,36.19930084795373,33.36683051159387,41.07950253453482,42.0883905075797,41.44486143568105,43.00852584148666,41.096444478900985,35.57720563378326,35.37713744977834,36.68433008512874
33,40.26140038281985,37.76587020557767,37.98174681488785,41.9726928905751,38.62446742597149,47.7851086815362,48.99209500999941,48.22206816271555,50.160452973847654,47.8685890165698,41.285412436201,41.04811868897062,42.60038395315554
