,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.1108705198402482,1.110220993763762,1.110278700295067,1.1113051090134538,1.1104483236753047,1.1127342707329666,1.1130060092667766,1.1128341401979764,1.0859084380121697,1.085424356289251,1.083826331636329,1.0837664633092476,1.084157323328477
1,1.7394609371806062,1.7385037279761686,1.7385887995008755,1.740100991720933,1.7388388269396091,1.7422035820975625,1.7426029772000569,1.7423503823029574,1.7031770459346507,1.702464734986048,1.7001104564419927,1.7000221706651504,1.700598447098736
2,2.661846004628476,2.660460192771246,2.6605834040970673,2.662771992519367,2.660945471231263,2.6658101791573867,2.6663866561147995,2.666022090527694,2.6103953736528585,2.609366288196896,2.605960350444233,2.6058324868648355,2.606666919735296
3,3.9844524123666143,3.982476312125223,3.9826520818457882,3.9857717758214948,3.9831685100918985,3.9900947385174543,3.990913975111865,3.9903959253862262,3.913234342663563,3.911770872290873,3.9069197669136537,3.906737425100802,3.9079270873853718
4,5.839236695956785,5.836453861841315,5.836701506206035,5.841093068030992,5.837428976394795,5.847166485334809,5.848315876319276,5.84758910950737,5.742954860623058,5.740900608797762,5.734079576781261,5.733822842690655,5.735497413360723
5,8.38519922367795,8.38131866811766,8.381664172317583,8.387785474986194,8.382678915710137,8.396233361798599,8.397829789261252,8.396820445157664,8.258015394991675,8.255161339452405,8.245667306275747,8.245309447748522,8.247642938855668
6,11.808449015466532,11.803077573686421,11.80355606388963,11.812025512495644,11.804961109521317,11.82368895277074,11.825889726313843,11.824498406444723,11.644250110131937,11.640315071972767,11.627200469959648,11.626705406567512,11.629932615405004
7,16.320419712862513,16.313024419291914,16.3136835245977,16.32533922455837,16.315618559647444,16.34135676518281,16.344374645004013,16.342466920608558,16.11321217179345,16.107815914261025,16.08979789763762,16.08911674053251,16.093555762971487
8,22.15777072588359,22.14762779281487,22.148532201294955,22.164512241982905,22.151186937120475,22.186429290822694,22.190552972324717,22.18794644003105,21.902166060102218,21.894792510818295,21.870129158024454,21.869195500986237,21.875278382297545
9,29.561862092164233,29.547998771640138,29.549235408719923,29.571069539346723,29.55286478747033,29.600964624080508,29.606582556946698,29.603031780752282,29.253846250188584,29.243800464889816,29.210147256385998,29.208871756348277,29.21717981824602
10,38.79001250616018,38.77112915753621,38.772814132096755,38.802546582388935,38.77775871910662,38.843200034250145,38.85083218372451,38.84600861832381,38.427587472690156,38.41393823046717,38.368156162907304,38.36641928090091,38.37773042257504
11,50.09243285890873,50.0668198254939,50.06910582272307,50.10942653898841,50.07581352841926,50.16450235375212,50.174834656725835,50.168304859460804,49.67646890694268,49.65798606295515,49.595933850141876,49.59357803816791,49.608917709943675
12,63.70280943536114,63.66825793483901,63.67134213279739,63.72572759338569,63.680391483212375,63.79996945465989,63.8138910757026,63.80509314365603,63.237871186530704,63.21295766106015,63.12926702471484,63.126088303106314,63.146784490891015
