0.7565,0.7711,0.8057,0.8466,0.8539,0.8126,0.7735,0.7792,0.8080
0.8251,0.8125,0.7643,0.7173,0.7067,0.7258,0.7335,0.7219,0.7130
0.7061,0.7002,0.7084,0.7545,0.7949,0.8108,0.8326,0.8246,0.7508
0.6615,0.6480,0.7240,0.7959,0.8214,0.8339,0.8381,0.8505,0.8864
0.8977,0.8420,0.7722,0.7940,0.8768,0.9099,0.9011,0.8732,0.8220
0.7592,0.6949,0.6255,0.5417,0.4761,0.4622,0.4532,0.3857,0.2891
0.2266,0.1974,0.1883,0.2187,0.2704,0.2805,0.2612,0.2570,0.2741
0.2892,0.3000,0.3224,0.3626,0.4474,0.5279,0.5397,0.5381,0.5419
0.5402,0.5400,0.5270,0.5275,0.5669,0.6114,0.6301,0.6438,0.6457
0.6255,0.5942,0.5593,0.5107,0.4807,0.5113,0.5646,0.5887,0.5906
0.6053,0.6151,0.5951,0.5719,0.5646,0.5615,0.5581,0.5672,0.5751
0.5559,0.5386,0.5354,0.5402,0.5304,0.4822,0.4299,0.3932,0.3773
0.3817,0.3910,0.4318,0.4748,0.4502,0.3953,0.4030,0.4432,0.4678
0.5172,0.5799,0.6133,0.6253,0.6463,0.6832,0.7159,0.7403,0.7622
0.7841,0.8046,0.8143,0.8216,0.8375,0.8594,0.8641,0.8247,0.7831
0.7717,0.7809,0.7788,0.7667,0.7665,0.7727,0.7783,0.7734,0.7692
0.7633,0.7489,0.7560,0.7762,0.7913,0.8028,0.7906,0.7560,0.7013
0.6474,0.6154,0.6090,0.6193,0.6229,0.6323,0.6315,0.6223,0.6254
0.6133,0.5899,0.5610,0.5492,0.5536,0.5465,0.5136,0.4761,0.4547
0.4567,0.4541,0.4331,0.4210,0.4275,0.4116,0.3685,0.3103,0.2687
0.2507,0.2414,0.2318,0.2209,0.2074,0.1933,0.1869,0.1919,0.1963
0.1922,0.1776,0.1619,0.1429,0.1377,0.1523,0.1631,0.1893,0.2467
0.3116,0.3473,0.3456,0.3302,0.3240,0.3214,0.3326,0.3717,0.4080
0.4204,0.4047,0.3853,0.3911,0.4019,0.4109,0.4236,0.4311,0.4478
0.4836,0.5178,0.5205,0.4980,0.4647,0.4245,0.4046,0.3970,0.3946
0.4150,0.4299,0.4438,0.4409,0.4322,0.4614,0.4920,0.4911,0.4591
0.4087,0.3894,0.4658,0.6002,0.6721,0.6635,0.6392,0.6433,0.6623
0.6897,0.6983,0.6788,0.6682,0.6700,0.6737,0.7125,0.7611,0.7904
0.8197,0.8069,0.7398,0.6930,0.7022,0.7276,0.7299,0.7227,0.7352
0.7361,0.7290,0.7196,0.7019,0.6914,0.6863,0.6935,0.7101,0.7233
0.7361,0.7401,0.7374,0.7253,0.7210,0.7112,0.7026,0.7037,0.7141
0.7301,0.7436,0.7610,0.7622,0.7442,0.7179,0.7010,0.7222,0.7544
0.7443,0.6797,0.6181,0.6098,0.6518,0.6962,0.7313,0.7802,0.8408
0.8553,0.8218,0.8017,0.7976,0.7978,0.7876,0.7978,0.8211,0.8089
0.7728,0.7548,0.7542,0.7448,0.7478,0.7838,0.8243,0.8171,0.7635
0.7301,0.7540,0.7941,0.8418,0.8822,0.8788,0.8552,0.8572,0.8573
0.8355,0.8000,0.7769,0.7647,0.7603,0.7525,0.7400,0.7147,0.6600
0.6079,0.5820,0.5489,0.5111,0.5015,0.5055,0.4926,0.5018,0.5217
0.5449,0.5663,0.5299,0.4987,0.5440,0.5803,0.5725,0.5367,0.5548
0.6203,0.6518,0.6587,0.6325,0.5850,0.5735,0.5725,0.5753,0.5899
0.6280,0.6507,0.6533,0.6425,0.6131,0.5556,0.5226,0.5561,0.6010
0.6098,0.6239,0.6580,0.6803,0.6429,0.6140,0.6473,0.6537,0.6544
0.5893,0.5656,0.6714,0.7256,0.7760,0.7676,0.7459,0.7448,0.6909
0.6986,0.6823,0.6230,0.6136,0.6511,0.6744,0.6383,0.5540,0.5413
0.6262,0.6718,0.6649,0.6922,0.7568,0.8315,0.8890,0.9219,0.8904
0.8524,0.8192,0.7705,0.7616,0.7243,0.6664,0.6307,0.6330,0.6708
0.7001,0.7047,0.6941,0.6778,0.6654,0.6314,0.5950,0.5928,0.6161
0.6296,0.6250,0.6157,0.6010,0.5903,0.5599,0.5243,0.4991,0.4776
0.5018,0.5453,0.5349,0.5116,0.4965,0.4927,0.5032,0.5197,0.5477
0.5836,0.6012,0.5534,0.4770,0.4387,0.4166,0.4098,0.4231,0.4357
0.4245,0.4108,0.4127,0.3836,0.3596,0.3755,0.3979,0.4200,0.4565
0.5002,0.5404,0.5971,0.6372,0.6290,0.6079,0.6066,0.6339,0.6617
0.6647,0.6604,0.6269,0.5828,0.5497,0.5293,0.5776,0.6443,0.6386
0.6022,0.6026,0.6499,0.7269,0.7480,0.7499,0.7567,0.7225,0.7020
0.7196,0.7287,0.7453,0.7529,0.7666,0.7903,0.7919,0.7798,0.7919
0.8124,0.8350,0.7969,0.6970,0.6357,0.6378,0.6814,0.7218,0.7633
0.7917,0.8303,0.8738,0.9177,0.9382,0.9040,0.8609,0.8584,0.8630
0.8492,0.8393,0.8461,0.8356,0.8307,0.8324,0.8082,0.7969,0.7749
0.7213,0.6945,0.6630,0.6539,0.6765,0.6702,0.6726,0.6892,0.6836
0.6685,0.6348,0.6032,0.6170,0.5991,0.5432,0.5057,0.4833,0.4674
0.4856,0.5196,0.5118,0.4490,0.3865,0.3638,0.3654,0.3626,0.3538
0.3521,0.3337,0.3542,0.3937,0.4916,0.6421,0.7489,0.7713,0.7345
0.7183,0.7793,0.8344,0.8696,0.9379,0.9804,0.9338,0.8352,0.8050
0.8245,0.8409,0.7946,0.7656,0.7883,0.8193,0.8272,0.8117,0.7782
0.7201,0.6862,0.6762,0.6455,0.6237,0.6526,0.7164,0.7549,0.7129
0.6305,0.5760,0.5624,0.5798,0.6296,0.6849,0.7154,0.7026,0.6397
0.6187,0.6440,0.6615,0.7299,0.7700,0.7667,0.7625,0.7267,0.6904
0.6850,0.6570,0.6361,0.6918,0.7553,0.7803,0.7676,0.7503,0.7387
0.7304,0.7463,0.6844,0.5811,0.5207,0.5067,0.5437,0.6069,0.6920
0.7218,0.6881,0.6595,0.6906,0.7116,0.6968,0.6440,0.5899,0.5669
