,0
0,0.6451953411785055
1,0.6552609303284569
2,0.6497057375434355
3,0.6929105252044865
4,0.73060299090045
5,0.7227059819408785
6,0.7631522120483473
7,0.7282382206323368
8,0.7538059298114157
9,0.6958281388479353
10,0.6844154136907914
11,0.6821725331570986
12,0.6813386713415296
13,0.6849766258747583
14,0.7162621724151395
15,0.6748866116301168
16,0.6522559829719875
17,0.6444157453280811
18,0.6534087196701837
19,0.6549518117081824
20,0.6687892360665723
21,0.7106595377883669
22,0.7863520626811609
23,0.8365861934108033
24,0.8474109176333819
25,0.8156377799526064
26,0.7764496846520963
27,0.7609584226742141
28,0.7300156302281747
29,0.6814551669731271
30,0.6547532340740051
31,0.7007568870560924
32,0.7624914842403164
33,0.7420326000656384
34,0.7017186113858277
35,0.6961567092941169
36,0.7207097871945441
37,0.7416917655945211
38,0.7158882362027227
39,0.7575491329769748
40,0.7576183003300291
41,0.7667928095772216
42,0.779538386673226
43,0.7862427896741271
44,0.7870574944512558
45,0.7834029499794815
46,0.7811678857154959
47,0.784186553344726
48,0.7966942817429014
49,0.8130419661629646
50,0.8011352543703595
51,0.7889738241829218
52,0.7904397806290816
53,0.7950623854732718
54,0.8177317145228383
55,0.8599168100920842
56,0.8666817392707062
57,0.8248960363928878
58,0.779032990911981
59,0.7258503082849039
60,0.6973933332266465
61,0.68955254010633
62,0.6892244923371907
63,0.6807246151722298
64,0.6630929696241401
65,0.6414588934864416
66,0.6396705659004512
67,0.6737573172268243
68,0.7764324204394684
69,0.820867593590197
70,0.8266892025778471
71,0.8292997883695336
72,0.8307377108141518
73,0.8305991045997716
74,0.8306715115758978
75,0.8302844860660553
76,0.8290354569127955
77,0.8259937791182852
78,0.8234750620073499
79,0.8201386903144703
80,0.8159187579525933
81,0.8095068206519493
82,0.8057979702154029
83,0.8035803570948022
84,0.7999930371937676
85,0.7926820584016776
86,0.7864507176687299
87,0.7794390394786055
88,0.7720018874915877
89,0.7617390807498124
90,0.7536959834590633
91,0.7458017380080846
92,0.7377541159546015
93,0.7272708056350502
94,0.7197844583044521
95,0.7123182950267385
96,0.7052189023558706
97,0.6959057409494483
98,0.6896479370658836
99,0.683732795600845
100,0.6781754903066275
101,0.6710232481231154
102,0.6663191920846306
103,0.6619971602753824
104,0.6580285495076492
105,0.6482139618073961
106,0.6461877192386645
107,0.6478368816805771
108,0.6509730320291005
109,0.6486922865824697
110,0.6500199400238138
111,0.6487829665845654
112,0.6451626348228192
113,0.6359091222986814
114,0.6353712862532045
115,0.6407125132991611
116,0.6544040970360991
117,0.6733804079560646
118,0.6992303354466584
119,0.721878607635488
120,0.7320383741594029
121,0.7373322334790203
122,0.7439946758200617
123,0.7481644020155187
124,0.7519753289104848
125,0.7570745390524124
126,0.7628734231572004
127,0.7713081318563391
128,0.7797770231758647
129,0.7883070858898928
130,0.7919738340465137
131,0.7838253792122649
132,0.7539437688425854
133,0.7050561163458197
134,0.6692153727851946
135,0.6506821610815052
136,0.6445188178474547
137,0.6470569946088446
138,0.6533922387608961
139,0.6629359713913017
140,0.6736406376120746
141,0.6827482888262753
142,0.6895327881594773
143,0.6944730589525221
144,0.6992601912518166
145,0.7037316285111069
146,0.7081777894567854
147,0.7114927629820682
148,0.7146219915508104
149,0.716665378824685
150,0.7188902959042855
151,0.7203970098499932
152,0.7223253411114267
153,0.72455523826951
154,0.7255633106517823
155,0.725873448706069
156,0.7259243538115523
157,0.7243430443414935
158,0.722912747524614
159,0.7209270697416895
160,0.7185419340777385
161,0.7160182612412148
162,0.7133717907285683
163,0.7108883767338237
164,0.7088387420395754
165,0.7064098233693851
166,0.7058462232228331
167,0.7059833450587949
168,0.7070756517269053
169,0.7079337982808049
170,0.7108330633478089
171,0.7144848312895505
172,0.718563212368967
173,0.722604363708882
174,0.7283150585380346
175,0.7345496149246323
176,0.7420450853972732
177,0.7484452961971161
178,0.7558228154390101
179,0.7633329329821041
180,0.7709471754297218
181,0.7774796925849478
182,0.7848191867830833
183,0.7915025051163287
184,0.7972350871354399
185,0.8012865501776582
186,0.8055881558172847
187,0.8086545550525255
188,0.81109918032876
189,0.8117370393159316
190,0.8127307337876932
191,0.8129459528951314
192,0.8124152753332035
193,0.8099630850275984
194,0.806970315321245
195,0.8035525556858993
196,0.7984598241543913
197,0.7915739371541047
198,0.7838553952387909
199,0.7738774057938945
200,0.7625698426380728
201,0.7486811152194616
202,0.7351775850789367
203,0.72163870341203
204,0.7090844734535733
205,0.6965702571402466
206,0.6852084921403647
207,0.6723759371332377
208,0.6587823568165976
209,0.6457003041520869
210,0.630806917939969
211,0.6110111992105376
212,0.5846159524428959
213,0.5587086127005672
214,0.5465865280183214
215,0.5506421277449477
216,0.5656063372737206
217,0.5839367058627061
218,0.596060298956998
219,0.6017831343383118
220,0.6014942611121892
221,0.5998640206346832
222,0.598977368684575
223,0.6074984214585553
224,0.619959462624057
225,0.6318304580338729
226,0.6377143030646879
227,0.640335884857309
228,0.6408285800656085
229,0.6434265001132596
230,0.6407217619569502
231,0.6362823392018538
232,0.6306911035441497
233,0.6278742611396138
234,0.6200242412647815
235,0.6122925341597001
236,0.6033059349803779
237,0.6040190366524432
238,0.6007558740084469
239,0.5990679712170089
240,0.5988160627462311
241,0.6090857542289609
242,0.6098650942255872
243,0.6122171754496016
244,0.6168099462125173
245,0.6323031932618628
246,0.6396243757394837
247,0.6474350495710166
248,0.6568880946237724
249,0.6789299757184362
250,0.6933880131466849
251,0.7097912752956803
252,0.7295518315436995
253,0.766827173683315
254,0.7871156743182669
255,0.805286429977363
256,0.8211100642248823
257,0.836829139879472
258,0.8462376800814305
259,0.855578433428653
260,0.8598728859948226
261,0.8643560505140288
262,0.8615193543815134
263,0.8549458791222202
264,0.8450176558180693
265,0.8379944108349177
266,0.8263465451946038
267,0.812257799713878
268,0.796041928474905
269,0.7894314071581727
270,0.7771405966470609
271,0.7677880454958316
272,0.762131404536927
273,0.7634209394977003
274,0.7615020733495952
275,0.7603997855887581
276,0.7595863897459988
277,0.763069994667016
278,0.7632903112640708
279,0.7641944460708665
280,0.766211526630494
