,0
0,0.5636338228124785
1,0.6722639255962182
2,0.6699513159971319
3,0.6704314440551692
4,0.6990543768000191
5,0.7517534259746144
6,0.7370972018256357
7,0.7543965702245632
8,0.7380281168544149
9,0.7573018709012937
10,0.7002765697934046
11,0.6951073581973608
12,0.697105548109234
13,0.6882065546247939
14,0.6998971238129474
15,0.7189621701876281
16,0.6774942536241175
17,0.6544548741187262
18,0.6503074009744391
19,0.6592720849266135
20,0.661206931673669
21,0.6796651896327799
22,0.724989789489788
23,0.8128554647354536
24,0.8698595378887605
25,0.8736040958207881
26,0.8220828737305282
27,0.7856140772655598
28,0.757312538415932
29,0.7276967685975302
30,0.6866860989531811
31,0.6756322026781136
32,0.7243274583278645
33,0.7788555550934151
34,0.7411712690711683
35,0.7113018928914876
36,0.7116010165259157
37,0.7378084726628298
38,0.7514265705251585
39,0.7269479386714948
40,0.7728915997874286
41,0.7691926732261827
42,0.7841028812560669
43,0.7981540047385527
44,0.804611801830226
45,0.8036264277568235
46,0.7999500035151964
47,0.7969238429631791
48,0.8032970058822445
49,0.8193339499228331
50,0.8416315216232697
51,0.8139768286813105
52,0.8144666693422978
53,0.8100164705839308
54,0.8181517275196091
55,0.8469041228490637
56,0.9009751234936412
57,0.8915699477238703
58,0.8401498548208269
59,0.7829643589665081
60,0.7317064256351996
61,0.7089983509920609
62,0.7063511584538147
63,0.7057590346278457
64,0.6958949710459984
65,0.6729556742769961
66,0.6526448548891381
67,0.6561316200781756
68,0.7022367824881078
69,0.8087965125953094
70,0.851440598548995
71,0.8577170692599609
72,0.8610219433167136
73,0.8627412687255045
74,0.8640472929758101
75,0.8643186740634661
76,0.863638315510383
77,0.8608387344146133
78,0.8581944611000387
79,0.8547954417502404
80,0.8501428914746558
81,0.8425515266761193
82,0.8366127057533309
83,0.8322579616489102
84,0.8291787007253474
85,0.8220116842927954
86,0.8151684079567596
87,0.8072814818364777
88,0.7987663765199957
89,0.7874025995830595
90,0.778419251026421
91,0.7695745518256062
92,0.7610062439759219
93,0.7503209276869045
94,0.742454705263975
95,0.7349728837776074
96,0.7278907316041613
97,0.7191555913194027
98,0.7129684052414593
99,0.7071775852987019
100,0.7017648565272774
101,0.6949888911882198
102,0.6902954473950684
103,0.6858939951910726
104,0.6817618141138595
105,0.6727780378357172
106,0.6691811668483975
107,0.6678741221646288
108,0.669871503674718
109,0.6685526901678222
110,0.671198838727743
111,0.6720425013651513
112,0.6702451629128046
113,0.6622150200235581
114,0.6576468591294371
115,0.6578673422386688
116,0.664717948522403
117,0.6782837544570113
118,0.7026386829277096
119,0.7290148185157945
120,0.7481553320682962
121,0.7556218940355166
122,0.7631818381787808
123,0.7693367571971901
124,0.7700786360017408
125,0.7697211840127358
126,0.7726963240814717
127,0.7797723853662449
128,0.7901699764741366
129,0.8007316837993681
130,0.8100868432043469
131,0.8118919362367033
132,0.804009866511589
133,0.7699216948794063
134,0.7181764003365138
135,0.6819722636981294
136,0.6631761031362658
137,0.6595634849169193
138,0.6648779821704026
139,0.6727553669740638
140,0.6832925998515076
141,0.6942528005152222
142,0.704228176198379
143,0.712596746548515
144,0.718988437141739
145,0.7240271392899358
146,0.7283593475238466
147,0.732182967552797
148,0.7350395760423003
149,0.7368322519987548
150,0.7383112718721453
151,0.7398189400468771
152,0.7412477450520226
153,0.7425153391758165
154,0.7436227379175786
155,0.7442638379436277
156,0.7446885269416378
157,0.7439922552435451
158,0.7438777320208263
159,0.7428579763659641
160,0.7412986901818054
161,0.7382371617502665
162,0.7356681851430611
163,0.7333078328403202
164,0.7313778415430681
165,0.7293299949629551
166,0.7284513371475121
167,0.7282199539684153
168,0.7286227395706024
169,0.7290610442797786
170,0.7308221536046535
171,0.7334610013190328
172,0.7369992630976022
173,0.7408521345728223
174,0.7461926041677676
175,0.752470309455716
176,0.7595673761863152
177,0.7666764912911453
178,0.7746433789547603
179,0.7829187920535929
180,0.791422746147395
181,0.7994619333913721
182,0.8076426372549036
183,0.8153382201221977
184,0.8223979672709893
185,0.8283621562054011
186,0.8337271247686686
187,0.8380542260375506
188,0.8414227013434911
189,0.843757613910769
190,0.8454437432007177
191,0.8462948264981398
192,0.8463535698027729
193,0.8453677549473183
194,0.843595576038762
195,0.8406706194492539
196,0.836496842571875
197,0.8310356124023476
198,0.8240655993179624
199,0.8153130088076501
200,0.8047658643391886
201,0.7931881255945642
202,0.7798757722197939
203,0.7660380436147836
204,0.7523094701682619
205,0.7402817162240657
206,0.727837486304206
207,0.715409122959488
208,0.7021631096780413
209,0.6897488594763002
210,0.6751854238017574
211,0.6583689126722474
212,0.6368337919347198
213,0.6143417024471655
214,0.5926164316261382
215,0.583680472704257
216,0.5888453768649431
217,0.6071265237004921
218,0.6231777816555639
219,0.6351681560613931
220,0.6405257305558657
221,0.6444932705244885
222,0.6401049276583874
223,0.6406046570476047
224,0.6496319790199284
225,0.6661261560385381
226,0.6743330468618965
227,0.6795825310058665
228,0.681700108561634
229,0.686436441338013
230,0.6835639747485499
231,0.6789509566072608
232,0.6730564977583579
233,0.672610048855598
234,0.6652340719368179
235,0.6579671038008759
236,0.6512132806812337
237,0.6540022323775242
238,0.6500003423010481
239,0.6481043863896102
240,0.6473883240474673
241,0.6576462070697323
242,0.6576280481821887
243,0.6582750694803332
244,0.6600624404733434
245,0.6761683690506449
246,0.6812875319695132
247,0.687928459931382
248,0.6964610413364493
249,0.7231745348363119
250,0.7378248610020143
251,0.7556513572575848
252,0.7760584448154909
253,0.8177958575338807
254,0.8378926665723425
255,0.8555232092172667
256,0.8703194922432991
257,0.8869092664080548
258,0.8994601566809532
259,0.9095274534930355
260,0.9165590168307644
261,0.9248852070033307
262,0.9246432938142775
263,0.9214176929908777
264,0.9150500495031131
265,0.9112753030924352
266,0.8992223325492684
267,0.885640552440734
268,0.8747691348110274
269,0.8699785812575606
270,0.8594745342042732
271,0.849999332746795
272,0.8426600504246501
273,0.8426086779125966
274,0.839543010340176
275,0.8378347226121162
276,0.8370872667102269
277,0.8400192775341558
278,0.8400018699502346
279,0.8402374844534218
280,0.841003812395319
