,0,1,2,3,4
0,961.5179606798202,961.5179606798202,961.5179606798202,961.5179606798202,961.5179606798202
1,961.517615447203,961.517615447203,961.517615447203,961.517615447203,961.517615447203
2,977.2716288857192,977.2716288857192,977.2716288857192,977.2716288857192,977.2716288857192
3,977.2721413694352,977.2721413694352,977.2721413694352,977.2721413694352,977.2721413694352
4,979.7409976207849,979.7409976207849,979.7409976207849,979.7409976207849,979.7409976207849
5,917.5392756899956,917.5392756899956,917.5392756899956,917.5392756899956,917.5392756899956
6,917.5392756899956,917.5392756899956,917.5392756899956,917.5392756899956,917.5392756899956
7,916.9647748460287,916.9647748460287,916.9647748460287,916.9647748460287,916.9647748460287
8,916.9647748460287,916.9647748460287,916.9647748460287,916.9647748460287,916.9647748460287
