x, y
0.0012053358858334674, 0.7037691028597963
0.0033069035989749065, 0.7793830702629841
0.01003927262835946, 0.8316574646191748
0.032149278548413145, 0.869601327995764
0.07728884582161448, 0.8534912179804235
0.20356483440150494, 0.8534912179804235
0.5785414016059884, 0.4428402259495441
1.413050992409823, 0.20238760624743796
3.3920809164466266, 0.0875897356781219
7.646642587947458, 0.034625038918280344
15.875855679374366, 0.01365837277306559
30.50628527565005, 0.008140729166254206
59.52630155296965, 0.0037194978765743942
116.455850293487, 0.0015811722658524727
177.66963278966108, 0.0006883369460646819
271.8139429222013, 0.00036691631248181105
456.3306303214346, 0.0001515821616763038
791.9200361411054, 0.000055886024840675056
1355.3637501614317, 0.000029237969294478196
2199.0906311182293, 0.000011133763325153277
3130.6098819280705, 0.000005363342025762387
5023.352748668435, 0.0000023592966117482957
6746.24599027242, 9.635482443670076e-7
8667.908380570325, 3.532585275570328e-7
