Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
-1800,0,0,6.63,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1800,100,100,10.15,0.08,42.2,24.8,Archeo,,,,,,,,,,,,
-1800,200,200,7.18,0.26,36.7,116.89,Archeo,,,,,,,,,,,,
-1800,250,250,12.1,0.58,41.5,120.5,Archeo,,,,,,,,,,,,
-1800,250,250,10.82,0.7,41.5,120.5,Archeo,,,,,,,,,,,,
-1800,200,200,9.01,0.37,38.9,121.2,Archeo,,,,,,,,,,,,
-1797,24,24,7.17,0.6,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1795,0,0,7.64,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1795,0,0,7.55,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1795,0,0,6.95,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1794,96,96,7.96,1.1,25.5,77,Archeo,,,,,,,,,,,,
-1794,99,99,9.56,1.2,25.5,77,Archeo,,,,,,,,,,,,
-1792,96,96,8.25,1.12,25.5,77,Archeo,,,,,,,,,,,,
-1792,-1,-1,6.36,0.44,39.04,356.51,Archeo,,,,,,,,,,,,
-1790,0,0,8.28,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1790,0,0,8.26,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1787,37,37,7.6,0.82,35.7,36.7,Archeo,,,,,,,,,,,,
-1785,0,0,8.69,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1785,20,20,11.01,0.24,29.717,34.985,Archeo,,,,,,,,,,,,
-1776,250,250,7.36,0.98,54,107.5,Archeo,,,,,,,,,,,,
-1775,0,0,9.64,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1775,25,25,10.22,0.88,42.1,25.8,Archeo,,,,,,,,,,,,
-1775,-1,-1,7.36,0.12,39.04,356.51,Archeo,,,,,,,,,,,,
-1775,25,25,7.03,0.42,34.5,40.9,Archeo,,,,,,,,,,,,
-1771,21,21,8.02,-999,32.54,44.42,Archeo,,,,,,,,,,,,
-1770,250,250,12.33,0.61,19.07,204.39,Volcanic,,,,,,,,,,,,
-1770,0,0,9.66,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1765,15,15,6.94,-999,36.26,42.44,Archeo,,,,,,,,,,,,
-1765,65,65,10.19,0.24,39.36,47.79,Archeo,,,,,,,,,,,,
-1763,-1,-1,6.44,0.23,19.483,205.1,Volcanic,,,,,,,,,,,,
-1763,-1,-1,11.51,0.2,19.483,205.1,Volcanic,,,,,,,,,,,,
-1760,0,0,10.65,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1760,0,0,9.84,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1758,-1,-1,7.58,0.17,39.04,356.51,Archeo,,,,,,,,,,,,
-1755,5,5,7.21,-999,36.26,42.44,Archeo,,,,,,,,,,,,
-1750,350,350,8.59,0.64,35.1,107.6,Archeo,,,,,,,,,,,,
-1750,250,250,8.31,1.09,55,105,Archeo,,,,,,,,,,,,
-1750,350,350,8.73,0.15,35.1,107.6,Archeo,,,,,,,,,,,,
-1750,150,150,6.08,0.74,42,43,Archeo,,,,,,,,,,,,
-1750,20,20,10.43,0.34,38.85,35.64,Archeo,,,,,,,,,,,,
-1750,0,0,10.51,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1750,150,150,7.42,0.74,55,109,Archeo,,,,,,,,,,,,
-1750,50,50,7.66,0.76,38,62,Archeo,,,,,,,,,,,,
-1750,150,150,5.96,0.52,35.63,117.19,Archeo,,,,,,,,,,,,
-1750,250,250,8.98,1.29,52.8,103.3,Archeo,,,,,,,,,,,,
-1749,35,35,8.26,0.04,24.083,32.53,Archeo,,,,,,,,,,,,
-1748,24,24,6.81,0.63,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1747,152,152,7.53,0.13,37.0567,40.9958,Archeo,,,,,,,,,,,,
-1747,152,152,6.96,0.25,37.0567,40.9958,Archeo,,,,,,,,,,,,
-1741,-1,-1,7.41,0.21,39.04,356.51,Archeo,,,,,,,,,,,,
-1741,138,103,10.08,1.01,19.6724,-155.3853,Volcanic,,,,,,,,,,,,
-1740,-1,-1,9.59,0.18,37.98,356.53,Archeo,,,,,,,,,,,,
-1740,720,550,8.82,-999,44.41,238.23,Volcanic,,,,,,,,,,,,
-1740,0,0,8.84,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1740,0,0,8.92,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1740,0,0,8.58,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1737,62,62,9.14,1.75,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1737,62,62,8.15,0.58,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1737,62,62,7.95,0.6,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1737,62,62,8.2,0.2,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1730,-1,-1,8.32,0.28,37.98,356.53,Archeo,,,,,,,,,,,,
-1730,0,0,8.3,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1730,0,0,8.53,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1730,0,0,7.8,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1725,25,25,7.07,0.12,30.78,31.38,Archeo,,,,,,,,,,,,
-1725,0,0,9,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1725,-1,-1,7.02,0.09,39.04,356.51,Archeo,,,,,,,,,,,,
-1725,25,25,7.58,0.36,35.7,36.7,Archeo,,,,,,,,,,,,
-1720,0,0,9.23,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1720,0,0,9.23,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1710,0,0,9.62,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1710,0,0,8.14,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1708,-1,-1,7.74,0.8,39.04,356.51,Archeo,,,,,,,,,,,,
-1705,0,0,9.87,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1705,0,0,10.05,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1701,52,70,13.13,0.16,19.7099,-155.1339,Volcanic,,,,,,,,,,,,
-1700,150,150,12.35,2.47,31,101.9,Archeo,,,,,,,,,,,,
-1700,100,100,8.62,1,42,43,Archeo,,,,,,,,,,,,
-1700,235,235,10.95,0.3,38.3,20.5,Archeo,,,,,,,,,,,,
-1700,0,0,9.92,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1700,50,50,7.25,0.37,29.81,31.21,Archeo,,,,,,,,,,,,
-1700,0,0,10.17,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1692,186,160,10.69,0.92,19.065,-155.6133,Volcanic,,,,,,,,,,,,
-1691,-1,-1,8.28,0.21,39.04,356.51,Archeo,,,,,,,,,,,,
-1685,-1,-1,9.91,0.05,37.98,356.53,Archeo,,,,,,,,,,,,
-1680,80,80,15.2,1.58,19.44,204.65,Volcanic,,,,,,,,,,,,
-1680,80,80,12.84,1.16,19.44,204.65,Volcanic,,,,,,,,,,,,
-1674,-1,-1,7.76,0.26,39.04,356.51,Archeo,,,,,,,,,,,,
-1657,-1,-1,7.6,0.31,39.04,356.51,Archeo,,,,,,,,,,,,
-1650,24,24,7.93,0.83,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1650,350,350,9,1.24,35.7,103.3,Archeo,,,,,,,,,,,,
-1650,50,50,16.22,1.76,42,43,Archeo,,,,,,,,,,,,
-1650,150,150,7.77,0.91,42,43,Archeo,,,,,,,,,,,,
-1650,100,100,8.72,0.96,22.1833,75.6,Archeo,,,,,,,,,,,,
-1650,50,50,8.53,0.85,38,62,Archeo,,,,,,,,,,,,
-1650,-1,-1,7.43,0.09,39.04,356.51,Archeo,,,,,,,,,,,,
-1650,100,100,11.64,0.22,36.8536,36.1572,Archeo,,,,,,,,,,,,
-1643,93,109,8.03,0.99,19.7,204.1,Volcanic,,,,,,,,,,,,
-1641,250,250,7.53,0.99,54,107.5,Archeo,,,,,,,,,,,,
-1640,-1,-1,9.68,0.05,37.98,356.53,Archeo,,,,,,,,,,,,
-1640,-1,-1,8.16,0.59,39.04,356.51,Archeo,,,,,,,,,,,,
-1637,37,37,7.37,0.22,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1637,37,37,7.19,0.63,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1637,37,37,11.91,0.36,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1625,55,55,7.94,0.41,26.9,31.52,Archeo,,,,,,,,,,,,
-1625,125,125,7.49,0.18,34.9,40.6,Archeo,,,,,,,,,,,,
-1625,125,125,9.37,0.72,34.9,40.6,Archeo,,,,,,,,,,,,
-1623,-1,-1,8.44,0.28,39.04,356.51,Archeo,,,,,,,,,,,,
-1610,20,20,8.09,0.33,30.78,31.38,Archeo,,,,,,,,,,,,
-1610,40,40,7.65,0.41,25.72,32.66,Archeo,,,,,,,,,,,,
-1606,-1,-1,8.13,0.03,39.04,356.51,Archeo,,,,,,,,,,,,
-1600,100,100,8.16,0.07,55,105,Archeo,,,,,,,,,,,,
-1600,100,100,9.12,1.05,42,43,Archeo,,,,,,,,,,,,
-1600,50,50,9.75,1,35.8,36.8,Archeo,,,,,,,,,,,,
-1600,400,400,9.36,0.72,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,400,400,5.79,0.63,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,400,400,6,0.81,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,400,400,6.87,0.81,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,400,400,7.34,0.85,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,400,400,7.79,0.29,19.26,256.24,Archeo,,,,,,,,,,,,
-1600,100,100,11.45,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-1600,100,100,8.54,0.85,38,67,Archeo,,,,,,,,,,,,
-1600,200,200,6.76,0.47,36,139.7,Archeo,,,,,,,,,,,,
-1600,25,25,8.68,0.53,35.7,36.7,Archeo,,,,,,,,,,,,
-1600,25,25,9.26,0.38,35.7,36.7,Archeo,,,,,,,,,,,,
-1595,-1,-1,10.35,0.02,37.98,356.53,Archeo,,,,,,,,,,,,
-1595,45,45,11.68,0.02,24.083,32.53,Archeo,,,,,,,,,,,,
-1589,-1,-1,7.51,0.17,39.04,356.51,Archeo,,,,,,,,,,,,
-1575,25,25,8.38,0.83,38,67,Archeo,,,,,,,,,,,,
-1572,-1,-1,9.09,0.21,39.04,356.51,Archeo,,,,,,,,,,,,
-1560,250,250,7.84,1.02,54,107.5,Archeo,,,,,,,,,,,,
-1558,62,62,10.63,0.62,35.0592,24.7927,Archeo,,,,,,,,,,,,
-1558,250,250,11.05,1.33,35.33,24.57,Archeo,,,,,,,,,,,,
-1555,-1,-1,8.68,0.03,39.04,356.51,Archeo,,,,,,,,,,,,
-1550,350,350,7.74,0.44,38.5,101.1,Archeo,,,,,,,,,,,,
-1550,50,50,10.04,0.57,17.75,265.24,Archeo,,,,,,,,,,,,
-1550,50,50,12.23,0.85,17.75,265.24,Archeo,,,,,,,,,,,,
-1550,300,300,8.94,0.07,38.5,101.1,Archeo,,,,,,,,,,,,
-1550,150,150,8.62,1,42,43,Archeo,,,,,,,,,,,,
-1550,100,100,9.42,0.01,33.017,35.568,Archeo,,,,,,,,,,,,
-1550,100,100,9.18,0.3,33.017,35.568,Archeo,,,,,,,,,,,,
-1550,50,50,8.1,1.01,38,62,Archeo,,,,,,,,,,,,
-1550,200,200,10.06,0.44,41.5,120.5,Archeo,,,,,,,,,,,,
-1547,225,225,12.03,0.27,-35.9,144.5,Archeo,,,,,,,,,,,,
-1536,-1,-1,8.46,0.16,39.04,356.51,Archeo,,,,,,,,,,,,
-1525,25,25,8.92,-999,32.1,34.9,Archeo,,,,,,,,,,,,
-1525,75,75,8.28,0.96,42,43,Archeo,,,,,,,,,,,,
-1525,25,25,7.77,0.78,38,62,Archeo,,,,,,,,,,,,
-1520,135,135,11.58,2.32,31,101.9,Archeo,,,,,,,,,,,,
-1517,-1,-1,8.91,0.16,39.04,356.51,Archeo,,,,,,,,,,,,
-1512,14,14,8.17,0.9,-31.4984,302.071,Archeo,,,,,,,,,,,,
-1512,14,14,7.69,1.07,-31.4984,302.071,Archeo,,,,,,,,,,,,
-1510,60,60,8.03,0.03,35.2,24.02,Archeo,,,,,,,,,,,,
-1510,10,10,10.14,1.15,42,43,Archeo,,,,,,,,,,,,
-1510,370,370,5.12,0.76,-22.22,247,Volcanic,,,,,,,,,,,,
-1510,10,10,11.37,1.03,25.72,32.66,Archeo,,,,,,,,,,,,
-1504,43,43,8.42,2.27,33.2,43.5,Archeo,,,,,,,,,,,,
-1500,-1,-1,10.95,0.07,37.98,356.53,Archeo,,,,,,,,,,,,
-1500,100,100,11.66,1.49,42,43,Archeo,,,,,,,,,,,,
-1500,500,500,10.68,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1500,500,500,9.34,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1500,500,500,10.19,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1500,500,500,8.86,-999,38,-3.4,Archeo,,,,,,,,,,,,
-1500,100,100,9.06,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-1500,100,100,10.68,-999,34.7,113.7,Archeo,,,,,,,,,,,,
-1500,100,100,12.01,-999,34.7,113.6,Archeo,,,,,,,,,,,,
-1500,100,100,10.91,1.09,53,107,Archeo,,,,,,,,,,,,
-1500,100,100,11.61,0.3,41.6,25.4,Archeo,,,,,,,,,,,,
-1498,6,6,9.74,0.53,25.72,32.61,Archeo,,,,,,,,,,,,
-1487,37,37,9.27,0.72,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1483,-1,-1,4.76,2.13,19.483,205.1,Volcanic,,,,,,,,,,,,
-1478,250,250,8.05,1.05,54,107.5,Archeo,,,,,,,,,,,,
-1475,75,75,10.31,-999,25.72,32.66,Archeo,,,,,,,,,,,,
-1475,25,25,10.37,-999,26.185,31.919,Archeo,,,,,,,,,,,,
-1475,75,75,10.66,0.4,35.7,36.7,Archeo,,,,,,,,,,,,
-1472,102,102,9.34,1.56,19.857,258.154,Volcanic,,,,,,,,,,,,
-1466,36,36,12.14,0.87,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1465,51,51,11.87,0.67,40.79,22.47,Archeo,,,,,,,,,,,,
-1456,120,120,12.76,0.04,24.083,32.53,Archeo,,,,,,,,,,,,
-1456,40,40,12.67,0.06,25.75,32.6,Archeo,,,,,,,,,,,,
-1456,50,50,12.67,0.06,25.717,32.6,Archeo,,,,,,,,,,,,
-1455,-1,-1,7.77,1.47,19.7,246.4,Volcanic,,,,,,,,,,,,
-1450,50,50,8.62,1,42,43,Archeo,,,,,,,,,,,,
-1450,50,50,7.6,1.32,42,43,Archeo,,,,,,,,,,,,
-1450,150,150,8.95,1.03,42,43,Archeo,,,,,,,,,,,,
-1450,50,50,10.17,1.36,41.7,46.1,Archeo,,,,,,,,,,,,
-1450,50,50,9.4,0.11,32.585,35.184,Archeo,,,,,,,,,,,,
-1450,50,50,9.45,0.54,32.585,35.184,Archeo,,,,,,,,,,,,
-1450,50,50,9.87,0.43,32.585,35.184,Archeo,,,,,,,,,,,,
-1450,50,50,9.67,0.44,32.1,48.4,Archeo,,,,,,,,,,,,
-1450,50,50,10.01,0.76,32.1,48.4,Archeo,,,,,,,,,,,,
-1450,50,50,9.89,0.59,32.1,48.4,Archeo,,,,,,,,,,,,
-1450,50,50,9.68,0.48,32.1,48.4,Archeo,,,,,,,,,,,,
-1447,47,47,9.7,1.3,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1440,120,120,8.89,0.21,25.72,32.61,Archeo,,,,,,,,,,,,
-1436,-1,-1,11.83,0.22,25.7,32.6,Archeo,,,,,,,,,,,,
-1435,-1,-1,9.05,0.61,39.04,356.51,Archeo,,,,,,,,,,,,
-1430,-1,-1,11.48,-999,25.7,32.6,Archeo,,,,,,,,,,,,
-1430,29,29,9.36,2.46,33.2,43.5,Archeo,,,,,,,,,,,,
-1425,5,5,10.85,0.31,25.72,32.61,Archeo,,,,,,,,,,,,
-1425,75,75,8.46,0.85,38,67,Archeo,,,,,,,,,,,,
-1425,25,25,8.2,0.74,36.2403,36.3822,Archeo,,,,,,,,,,,,
-1415,-1,-1,8.56,0.44,39.04,356.51,Archeo,,,,,,,,,,,,
-1400,100,100,15.24,3.05,31,101.7,Archeo,,,,,,,,,,,,
-1400,100,100,8.58,0.54,55.2,109.5,Archeo,,,,,,,,,,,,
-1400,-1,-1,10.65,0.05,37.98,356.53,Archeo,,,,,,,,,,,,
-1400,250,250,9.8,-999,32.54,44.42,Archeo,,,,,,,,,,,,
-1400,100,100,8.45,2.5,42,43,Archeo,,,,,,,,,,,,
-1400,-1,-1,10.23,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
-1400,100,100,8.26,0.66,21,70.5,Archeo,,,,,,,,,,,,
-1400,250,250,13.06,1.3,29.5,30.6,Archeo,,,,,,,,,,,,
-1400,250,250,12.1,2.42,29.5,30.6,Archeo,,,,,,,,,,,,
-1400,250,250,7.63,0.76,50.6,13.8,Archeo,,,,,,,,,,,,
-1400,100,100,11.03,-999,34.7,113.7,Archeo,,,,,,,,,,,,
-1400,100,100,5.23,0.52,55,109,Archeo,,,,,,,,,,,,
-1400,100,100,7.48,0.75,56,109,Archeo,,,,,,,,,,,,
-1400,20,20,11.58,0.41,25.72,32.61,Archeo,,,,,,,,,,,,
-1400,50,50,8.6,0.87,38,67,Archeo,,,,,,,,,,,,
-1400,100,100,9.39,0.87,42.2,24.8,Archeo,,,,,,,,,,,,
-1400,100,100,7.93,-999,41.9,41.8,Archeo,,,,,,,,,,,,
-1397,197,197,6.96,0.14,37.0567,40.9958,Archeo,,,,,,,,,,,,
-1397,197,197,8.89,0.39,37.0567,40.9958,Archeo,,,,,,,,,,,,
-1395,-1,-1,7.72,0.09,39.04,356.51,Archeo,,,,,,,,,,,,
-1385,10,10,7.08,-999,38,23.7,Archeo,,,,,,,,,,,,
-1375,75,75,8.11,1.32,42,43,Archeo,,,,,,,,,,,,
-1375,25,25,11.81,0.55,29.5,30.6,Archeo,,,,,,,,,,,,
-1375,-1,-1,8.7,0.33,39.04,356.51,Archeo,,,,,,,,,,,,
-1373,25,25,12.09,0.06,25.75,32.6,Archeo,,,,,,,,,,,,
-1373,175,175,12.49,0.06,25.717,32.67,Archeo,,,,,,,,,,,,
-1365,50,50,13.61,0.23,27.6,30.9,Archeo,,,,,,,,,,,,
-1360,10,10,15.92,0.81,27.66,30.91,Archeo,,,,,,,,,,,,
-1360,10,10,12.9,1.25,27.66,30.91,Archeo,,,,,,,,,,,,
-1355,105,105,8.43,1.63,47.52,14.83,Archeo,,,,,,,,,,,,
-1355,-1,-1,8.46,0.05,39.04,356.51,Archeo,,,,,,,,,,,,
-1353,27,27,9.93,1.06,35.0981,26.2614,Archeo,,,,,,,,,,,,
-1353,27,27,9.89,0.88,35.0981,26.2614,Archeo,,,,,,,,,,,,
-1350,50,50,8.57,0.03,48.2,10.9,Archeo,,,,,,,,,,,,
-1350,50,50,8.46,0.65,48.2,10.9,Archeo,,,,,,,,,,,,
-1350,50,50,14.02,1.54,42,43,Archeo,,,,,,,,,,,,
-1350,50,50,6.76,0.81,42,43,Archeo,,,,,,,,,,,,
-1350,50,50,10.43,1.11,42.4,42.1,Archeo,,,,,,,,,,,,
-1350,50,50,9.91,0.75,32.585,35.184,Archeo,,,,,,,,,,,,
-1350,50,50,10.76,1.24,42.4,42.1,Archeo,,,,,,,,,,,,
-1350,250,250,8.98,0.89,27.4,31.2,Archeo,,,,,,,,,,,,
-1350,-1,-1,11.66,0.79,48.7,39.1,Archeo,,,,,,,,,,,,
-1349,-1,-1,9.47,0.22,25.7,32.6,Archeo,,,,,,,,,,,,
-1345,231,231,11.01,0.71,35.1,26.25,Archeo,,,,,,,,,,,,
-1344,9,9,10.83,0.45,27.66,30.91,Archeo,,,,,,,,,,,,
-1343,10,10,11.27,0.34,27.645,30.896,Archeo,,,,,,,,,,,,
-1339,-1,-1,7.97,0.1,39.04,356.51,Archeo,,,,,,,,,,,,
-1338,104,123,8.73,0.31,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,8.48,0.56,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.86,1.78,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,5.57,0.51,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,6.55,1.45,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.52,1.07,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,8.95,0.67,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.93,0.36,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.81,0.4,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.77,1.27,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.24,0.22,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.52,0.38,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,7.39,0.67,19.95,257.7,Archeo,,,,,,,,,,,,
-1338,104,123,6.59,1.25,19.95,257.7,Archeo,,,,,,,,,,,,
-1331,146,146,10.96,0.8,-35.9,144.5,Archeo,,,,,,,,,,,,
-1328,28,28,7.14,0.34,36.71,117.11,Archeo,,,,,,,,,,,,
-1325,25,25,10.23,0.17,32,48.5,Archeo,,,,,,,,,,,,
-1325,25,25,10.74,0.63,32,48.5,Archeo,,,,,,,,,,,,
-1325,25,25,9.94,0.36,32,48.5,Archeo,,,,,,,,,,,,
-1324,24,24,8.65,-999,38,23.7,Archeo,,,,,,,,,,,,
-1323,25,25,8.73,1.76,37.7,22.8,Archeo,,,,,,,,,,,,
-1322,-1,-1,6.67,0.63,39.04,356.51,Archeo,,,,,,,,,,,,
-1320,40,40,8.38,0.33,48.2,10.9,Archeo,,,,,,,,,,,,
-1320,40,40,8.22,0.54,48.2,10.9,Archeo,,,,,,,,,,,,
-1314,13,13,8.31,2.29,34.5,42.5,Archeo,,,,,,,,,,,,
-1314,286,286,11.21,0.21,30.9,114.38,Archeo,,,,,,,,,,,,
-1310,10,10,8.45,0.98,42,43,Archeo,,,,,,,,,,,,
-1308,-1,-1,8.67,0.44,39.04,356.51,Archeo,,,,,,,,,,,,
-1300,-1,-1,9.89,0.12,37.98,356.53,Archeo,,,,,,,,,,,,
-1300,100,100,5.28,0.18,17.75,265.24,Archeo,,,,,,,,,,,,
-1300,100,100,6.61,0.21,17.75,265.24,Archeo,,,,,,,,,,,,
-1300,200,200,6.49,0.38,18.6766,261.2295,Archeo,,,,,,,,,,,,
-1300,200,200,8.53,0.41,18.6766,261.2295,Archeo,,,,,,,,,,,,
-1300,200,200,5.86,0.16,18.6766,261.2295,Archeo,,,,,,,,,,,,
-1300,300,300,11.68,0.31,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,200,200,5.88,0.27,18.6766,261.2295,Archeo,,,,,,,,,,,,
-1300,300,300,12.94,0.93,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,200,200,6.92,0.59,18.6766,261.2295,Archeo,,,,,,,,,,,,
-1300,300,300,11.02,0.77,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,12.9,0.83,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,10.3,0.31,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,100,100,7.55,0.12,66.4,27.1,Archeo,,,,,,,,,,,,
-1300,300,300,12.28,0.58,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,11.76,0.74,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,12.61,0.95,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,10.59,0.41,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,11.1,0.93,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,9.78,0.56,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,12.45,0.35,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,10.23,0.62,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,11.93,1.18,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,10.48,0.35,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,10.5,0.79,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,11.48,0.17,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,11.54,0.66,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,-1,-1,13.34,0.2,25.3,32.5,Archeo,,,,,,,,,,,,
-1300,-1,-1,13.02,0.38,26,32.7,Archeo,,,,,,,,,,,,
-1300,100,100,10.3,1.17,42,43,Archeo,,,,,,,,,,,,
-1300,100,100,10.47,1.18,42,43,Archeo,,,,,,,,,,,,
-1300,100,100,12.84,2.33,42,43,Archeo,,,,,,,,,,,,
-1300,100,100,5.95,0.59,41.632,45.45,Archeo,,,,,,,,,,,,
-1300,300,300,8.12,-999,23.4,117.1,Archeo,,,,,,,,,,,,
-1300,300,300,10.15,-999,29.2,116,Archeo,,,,,,,,,,,,
-1300,300,300,12.48,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-1300,300,300,13.28,-999,34.7,112.7,Archeo,,,,,,,,,,,,
-1300,100,100,6.46,-999,41.9,42.2,Archeo,,,,,,,,,,,,
-1300,100,100,8.76,-999,41.9,41.8,Archeo,,,,,,,,,,,,
-1300,100,100,8.19,-999,41.8,44.8,Archeo,,,,,,,,,,,,
-1300,100,100,9.82,-999,41.8,44.8,Archeo,,,,,,,,,,,,
-1300,300,300,9.35,0.03,30.72,120.05,Archeo,,,,,,,,,,,,
-1300,300,300,16.59,0.6,30.72,120.05,Archeo,,,,,,,,,,,,
-1298,8,8,10.68,0.57,25.72,32.61,Archeo,,,,,,,,,,,,
-1288,-1,-1,7.76,0.44,39.04,356.51,Archeo,,,,,,,,,,,,
-1280,80,80,8.58,0.46,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,8.22,0.68,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,8.8,0.43,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,7.68,0.29,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,8.17,0.14,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,8.5,0.79,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,80,80,8.38,0.57,48.2,10.9,Archeo,,,,,,,,,,,,
-1280,0,0,5.78,0.16,19.456,258.4515,Volcanic,,,,,,,,,,,,
-1275,75,75,9.89,0.99,38,67,Archeo,,,,,,,,,,,,
-1275,125,125,8.27,0.92,17.08,263.25,Archeo,,,,,,,,,,,,
-1275,125,125,5.69,0.58,17.08,263.25,Archeo,,,,,,,,,,,,
-1275,125,125,6.45,1.27,17.08,263.25,Archeo,,,,,,,,,,,,
-1273,4,4,8.73,2.36,34.5,42.5,Archeo,,,,,,,,,,,,
-1270,30,30,13.44,0.83,25.72,32.61,Archeo,,,,,,,,,,,,
-1265,250,250,8.4,1.08,54,107.5,Archeo,,,,,,,,,,,,
-1263,-1,-1,7.51,0.38,39.04,356.51,Archeo,,,,,,,,,,,,
-1260,130,130,11.75,0.66,41.77,23.5,Archeo,,,,,,,,,,,,
